specimen_id,species,canopy_zone,vigor,crown_height_m,trunk_girth_cm,bark_glow,vitality_index
FX-3403,Ghostplane,Mistfen Reach,Thriving,19.4,36.3,55.3,42.5
FX-3404,Ghostplane,Sunspire Heights,Thriving,23.5,30.7,55.4,52.8
FX-3405,Verdant Ash,Hollowdeep,Waning,13.0,18.5,35.4,37.1
FX-3406,Whispering Linden,Sunspire Heights,Thriving,30.0,18.0,53.5,58.7
FX-3407,Thornlace,Mistfen Reach,Thriving,20.1,15.2,56.1,49.0
FX-3408,Whispering Linden,Mistfen Reach,Radiant,23.4,14.4,77.2,47.4
FX-3409,Palepear,Sunspire Heights,Thriving,21.0,5.9,66.1,41.7
FX-3410,Ironcrown Oak,Hollowdeep,Thriving,21.5,33.5,54.9,61.0
FX-3411,Bloomspire,Mistfen Reach,Husk,20.7,33.3,0.9,58.7
FX-3412,Goldfan Ginko,Cragside,Thriving,35.7,8.0,40.3,66.3
FX-3413,Duskmaple,Cragside,Radiant,18.9,26.3,82.9,70.3
FX-3414,Verdant Ash,Sunspire Heights,Thriving,23.7,18.6,56.8,56.7
FX-3415,Whispering Linden,Sunspire Heights,Waning,34.4,13.6,25.6,49.9
FX-3416,Palepear,Sunspire Heights,Thriving,20.7,4.3,59.7,46.9
FX-3417,Palepear,Hollowdeep,Thriving,9.7,8.5,65.0,50.1
FX-3418,Ghostplane,Mistfen Reach,Waning,21.3,30.1,20.7,44.8
FX-3419,Whispering Linden,Sunspire Heights,Thriving,31.8,15.2,53.6,53.3
FX-3420,Whispering Linden,Hollowdeep,Waning,26.4,17.9,22.8,39.8
FX-3421,Glasszelkova,Sunspire Heights,Waning,33.9,11.6,26.0,54.2
FX-3422,Emberoak,Cragside,Radiant,28.2,29.2,81.3,74.0
FX-3423,Palepear,Hollowdeep,Thriving,8.1,5.9,52.1,44.4
FX-3424,Coralmaple,Mistfen Reach,Thriving,30.4,23.4,60.4,65.1
FX-3425,Palepear,Sunspire Heights,Thriving,16.5,1.3,49.7,50.3
FX-3426,Goldfan Ginko,Sunspire Heights,Thriving,40.7,15.9,63.4,72.2
FX-3427,Glasszelkova,Sunspire Heights,Thriving,32.1,13.1,59.4,53.0
FX-3428,Duskmaple,Hollowdeep,Radiant,18.5,24.6,72.6,66.3
FX-3429,Duskmaple,Hollowdeep,Thriving,13.1,20.7,54.7,62.4
FX-3430,Ironcrown Oak,Cragside,Thriving,20.2,29.2,52.9,69.4
FX-3431,Palepear,Sunspire Heights,Thriving,18.1,5.0,61.4,49.1
FX-3432,Ghostplane,Mistfen Reach,Thriving,17.6,30.3,58.6,45.7
FX-3433,Ghostplane,Mistfen Reach,Waning,16.3,34.9,24.9,41.5
FX-3434,Ghostplane,Mistfen Reach,Thriving,19.8,32.8,56.9,43.2
FX-3435,Bloomspire,Cragside,Thriving,27.1,33.6,54.7,66.4
FX-3436,Ironcrown Oak,Mistfen Reach,Thriving,20.6,31.6,49.2,62.9
FX-3437,Thornlace,Mistfen Reach,Radiant,20.7,7.8,82.0,44.9
FX-3438,Goldfan Ginko,Sunspire Heights,Thriving,38.9,13.5,48.6,80.2
FX-3439,Bloomspire,Mistfen Reach,Radiant,21.0,34.6,80.8,67.3
FX-3440,Ironcrown Oak,Cragside,Radiant,28.1,24.6,77.2,69.0
FX-3441,Goldfan Ginko,Mistfen Reach,Husk,35.0,15.7,7.2,59.4
FX-3442,Duskmaple,Mistfen Reach,Thriving,14.6,20.5,53.3,66.3
FX-3443,Duskmaple,Cragside,Thriving,24.3,24.8,57.7,64.6
FX-3444,Thornlace,Sunspire Heights,Thriving,16.6,16.9,56.4,55.1
FX-3445,Glasszelkova,Hollowdeep,Thriving,28.1,11.1,67.0,42.8
FX-3446,Bloomspire,Hollowdeep,Thriving,17.5,30.4,58.7,67.3
FX-3447,Palepear,Sunspire Heights,Thriving,18.3,6.7,56.8,53.2
FX-3448,Palepear,Mistfen Reach,Thriving,13.9,10.0,51.6,49.6
FX-3449,Glasszelkova,Sunspire Heights,Thriving,30.0,7.5,47.5,56.8
FX-3450,Ghostplane,Sunspire Heights,Thriving,23.6,30.7,49.7,52.7
FX-3451,Thornlace,Mistfen Reach,Thriving,12.7,10.7,49.5,43.6
FX-3452,Goldfan Ginko,Mistfen Reach,Waning,38.9,15.7,25.6,63.6
FX-3453,Emberoak,Mistfen Reach,Waning,26.0,23.1,22.7,63.2
FX-3454,Glasszelkova,Hollowdeep,Radiant,29.9,9.6,73.4,43.0
FX-3455,Ghostplane,Mistfen Reach,Thriving,18.3,32.6,50.3,46.4
FX-3456,Glasszelkova,Mistfen Reach,Thriving,22.8,11.1,61.5,40.3
FX-3457,Duskmaple,Cragside,Thriving,23.3,26.1,46.1,62.8
FX-3458,Thornlace,Sunspire Heights,Thriving,22.0,15.8,51.2,50.7
FX-3459,Ghostplane,Hollowdeep,Radiant,16.6,34.0,91.5,46.1
FX-3460,Ghostplane,Sunspire Heights,Thriving,26.4,35.0,54.3,55.3
FX-3461,Emberoak,Mistfen Reach,Husk,27.4,32.3,0.7,60.0
FX-3462,Emberoak,Mistfen Reach,Waning,24.8,29.6,18.2,65.0
FX-3463,Duskmaple,Hollowdeep,Thriving,17.5,25.2,55.7,62.0
FX-3464,Coralmaple,Cragside,Radiant,30.3,22.3,79.7,67.3
FX-3465,Goldfan Ginko,Mistfen Reach,Radiant,37.4,18.3,74.3,63.4
FX-3466,Bloomspire,Hollowdeep,Thriving,22.0,38.4,57.4,67.5
FX-3467,Goldfan Ginko,Mistfen Reach,Thriving,33.0,16.9,56.8,69.0
FX-3468,Duskmaple,Mistfen Reach,Thriving,17.7,22.2,57.2,68.0
FX-3469,Thornlace,Hollowdeep,Waning,15.5,16.4,32.8,44.9
FX-3470,Palepear,Hollowdeep,Waning,10.5,12.1,31.7,38.1
FX-3471,Verdant Ash,Mistfen Reach,Thriving,19.4,18.0,55.5,45.9
FX-3472,Palepear,Mistfen Reach,Radiant,14.6,11.6,86.5,45.0
FX-3473,Ghostplane,Sunspire Heights,Radiant,24.0,32.4,69.1,53.2
FX-3474,Emberoak,Cragside,Waning,29.3,30.1,35.8,64.9
FX-3475,Whispering Linden,Sunspire Heights,Thriving,28.9,14.8,56.6,52.4
FX-3476,Ghostplane,Sunspire Heights,Radiant,28.4,33.3,82.2,61.7
FX-3477,Verdant Ash,Mistfen Reach,Radiant,15.3,18.5,78.1,47.5
FX-3478,Goldfan Ginko,Cragside,Waning,37.8,18.0,33.4,72.8
FX-3479,Glasszelkova,Sunspire Heights,Waning,35.3,10.6,19.2,49.1
FX-3480,Ghostplane,Mistfen Reach,Thriving,19.4,29.4,63.6,45.0
FX-3481,Glasszelkova,Sunspire Heights,Thriving,29.9,6.2,57.0,52.9
FX-3482,Whispering Linden,Sunspire Heights,Radiant,29.1,15.8,73.9,59.9
FX-3483,Ironcrown Oak,Cragside,Thriving,24.0,30.9,60.7,69.1
FX-3484,Thornlace,Sunspire Heights,Thriving,20.5,15.1,57.3,51.4
FX-3485,Bloomspire,Hollowdeep,Waning,19.7,31.6,31.1,56.9
FX-3486,Verdant Ash,Mistfen Reach,Thriving,20.3,17.5,56.6,46.5
FX-3487,Thornlace,Sunspire Heights,Radiant,21.4,12.9,79.0,56.1
FX-3488,Thornlace,Sunspire Heights,Thriving,18.7,9.3,53.6,55.8
FX-3489,Thornlace,Sunspire Heights,Waning,21.1,18.0,28.8,56.2
FX-3490,Bloomspire,Hollowdeep,Thriving,22.6,41.3,53.0,57.8
FX-3491,Goldfan Ginko,Cragside,Thriving,32.9,19.5,58.6,67.0
FX-3492,Ironcrown Oak,Cragside,Radiant,19.9,30.0,77.6,63.9
FX-3493,Ghostplane,Mistfen Reach,Radiant,14.5,32.0,78.9,49.0
FX-3494,Ironcrown Oak,Mistfen Reach,Radiant,24.9,31.3,73.1,70.7
FX-3495,Palepear,Mistfen Reach,Waning,9.4,12.7,28.2,42.1
FX-3496,Ghostplane,Mistfen Reach,Thriving,17.9,32.0,46.8,43.0
FX-3497,Verdant Ash,Hollowdeep,Thriving,12.5,19.6,47.3,40.6
FX-3498,Whispering Linden,Sunspire Heights,Thriving,33.8,13.9,55.5,53.3
FX-3499,Glasszelkova,Mistfen Reach,Waning,27.9,8.5,23.9,40.1
FX-3500,Glasszelkova,Mistfen Reach,Radiant,29.6,13.9,73.2,41.4
FX-3501,Ironcrown Oak,Mistfen Reach,Thriving,22.3,33.2,58.8,68.0
FX-3502,Palepear,Mistfen Reach,Thriving,12.1,9.3,68.3,44.0
FX-3503,Palepear,Sunspire Heights,Radiant,17.2,8.0,79.8,56.2
FX-3504,Glasszelkova,Sunspire Heights,Thriving,32.4,13.3,61.2,49.9
FX-3505,Duskmaple,Cragside,Thriving,20.0,20.4,49.6,58.2
FX-3506,Palepear,Mistfen Reach,Thriving,11.4,9.4,70.6,47.0
FX-3507,Ghostplane,Mistfen Reach,Thriving,16.8,34.3,60.1,43.5
FX-3508,Goldfan Ginko,Mistfen Reach,Radiant,33.2,16.8,76.8,71.7
FX-3509,Whispering Linden,Hollowdeep,Thriving,23.1,15.8,49.5,41.0
FX-3510,Palepear,Sunspire Heights,Thriving,19.9,10.0,49.3,56.8
FX-3511,Emberoak,Cragside,Radiant,32.5,31.0,84.6,68.7
FX-3512,Whispering Linden,Mistfen Reach,Radiant,27.3,18.7,77.1,48.7
FX-3513,Emberoak,Mistfen Reach,Thriving,26.2,35.1,56.6,59.5
FX-3514,Glasszelkova,Sunspire Heights,Thriving,31.9,16.3,55.2,51.3
FX-3515,Bloomspire,Cragside,Thriving,21.6,37.1,52.3,65.9
FX-3516,Bloomspire,Mistfen Reach,Radiant,23.1,38.1,71.8,62.0
FX-3517,Coralmaple,Mistfen Reach,Thriving,30.0,20.3,55.8,61.9
FX-3518,Bloomspire,Mistfen Reach,Thriving,21.1,39.9,51.6,62.4
FX-3519,Palepear,Mistfen Reach,Waning,16.0,8.5,27.8,51.8
FX-3520,Thornlace,Mistfen Reach,Thriving,18.1,11.1,54.0,42.0
FX-3521,Whispering Linden,Sunspire Heights,Thriving,28.1,21.5,51.3,55.5
FX-3522,Glasszelkova,Hollowdeep,Radiant,23.2,11.6,74.8,46.8
FX-3523,Thornlace,Sunspire Heights,Thriving,20.2,12.3,57.5,51.1
FX-3524,Goldfan Ginko,Sunspire Heights,Waning,37.7,10.3,37.0,69.6
FX-3525,Glasszelkova,Mistfen Reach,Waning,28.5,11.1,31.7,42.3
FX-3526,Bloomspire,Mistfen Reach,Thriving,20.2,35.0,61.1,60.3
FX-3527,Thornlace,Mistfen Reach,Thriving,11.5,10.8,47.4,49.8
FX-3528,Duskmaple,Hollowdeep,Thriving,22.1,26.8,49.4,59.4
FX-3529,Coralmaple,Hollowdeep,Thriving,24.9,20.5,50.5,65.2
FX-3530,Bloomspire,Cragside,Thriving,25.9,34.2,61.5,66.5
FX-3531,Thornlace,Sunspire Heights,Thriving,14.6,17.7,51.5,51.7
FX-3532,Coralmaple,Cragside,Radiant,35.7,22.2,82.3,69.2
FX-3533,Coralmaple,Cragside,Thriving,35.2,14.5,60.6,68.7
FX-3534,Coralmaple,Mistfen Reach,Thriving,27.1,25.6,66.2,68.6
FX-3535,Ironcrown Oak,Cragside,Thriving,26.9,30.8,56.5,68.3
FX-3536,Thornlace,Sunspire Heights,Thriving,17.6,13.8,52.3,51.6
FX-3537,Emberoak,Cragside,Thriving,31.7,22.8,53.3,70.0
FX-3538,Whispering Linden,Sunspire Heights,Radiant,29.1,15.7,78.7,59.4
FX-3539,Coralmaple,Cragside,Thriving,31.4,23.5,57.6,67.9
FX-3540,Palepear,Hollowdeep,Thriving,8.6,3.0,57.6,37.7
FX-3541,Emberoak,Mistfen Reach,Waning,28.1,25.2,27.4,67.5
FX-3542,Ghostplane,Cragside,Thriving,19.6,34.3,59.8,50.6
FX-3543,Ghostplane,Mistfen Reach,Radiant,14.8,30.2,80.1,53.1
FX-3544,Palepear,Sunspire Heights,Thriving,19.9,8.6,60.9,50.8
FX-3545,Whispering Linden,Sunspire Heights,Thriving,29.5,11.1,55.8,50.5
FX-3546,Whispering Linden,Sunspire Heights,Thriving,27.8,13.1,47.7,53.2
FX-3547,Ironcrown Oak,Mistfen Reach,Thriving,26.1,31.0,52.6,66.8
FX-3548,Goldfan Ginko,Hollowdeep,Radiant,30.9,19.1,74.4,63.9
FX-3549,Emberoak,Mistfen Reach,Waning,26.4,31.3,29.1,62.8
FX-3550,Palepear,Mistfen Reach,Thriving,13.1,8.9,65.3,44.2
FX-3551,Goldfan Ginko,Hollowdeep,Thriving,33.9,12.5,53.8,58.0
FX-3552,Bloomspire,Mistfen Reach,Thriving,21.6,37.6,54.1,61.7
FX-3553,Thornlace,Hollowdeep,Waning,14.8,17.6,26.0,39.3
FX-3554,Glasszelkova,Sunspire Heights,Thriving,28.9,13.5,61.1,55.0
FX-3555,Ghostplane,Hollowdeep,Radiant,21.3,33.4,77.4,50.0
FX-3556,Ironcrown Oak,Cragside,Thriving,26.7,28.9,53.6,67.8
FX-3557,Glasszelkova,Sunspire Heights,Radiant,31.1,9.6,75.0,56.9
FX-3558,Thornlace,Sunspire Heights,Thriving,22.2,15.8,49.5,61.7
FX-3559,Goldfan Ginko,Mistfen Reach,Thriving,28.8,17.6,51.7,66.3
FX-3560,Verdant Ash,Sunspire Heights,Waning,20.0,13.6,31.6,56.9
FX-3561,Ghostplane,Sunspire Heights,Radiant,25.5,35.6,87.7,55.0
FX-3562,Emberoak,Cragside,Thriving,27.4,31.7,65.3,68.4
FX-3563,Duskmaple,Cragside,Waning,21.8,15.6,24.7,65.9
FX-3564,Bloomspire,Mistfen Reach,Thriving,20.9,37.2,44.9,70.0
FX-3565,Bloomspire,Mistfen Reach,Waning,20.8,32.4,31.5,59.9
FX-3566,Emberoak,Mistfen Reach,Thriving,26.1,30.2,55.6,68.5
FX-3567,Ironcrown Oak,Cragside,Waning,22.7,38.4,30.7,65.8
FX-3568,Duskmaple,Cragside,Radiant,22.1,27.1,68.5,71.5
FX-3569,Bloomspire,Cragside,Thriving,25.9,37.0,48.9,67.4
FX-3570,Bloomspire,Hollowdeep,Thriving,19.8,35.6,50.2,63.2
FX-3571,Thornlace,Sunspire Heights,Waning,19.8,12.6,22.7,51.3
FX-3572,Duskmaple,Cragside,Thriving,20.5,27.5,54.6,70.9
FX-3573,Duskmaple,Mistfen Reach,Thriving,18.7,20.3,56.8,59.2
FX-3574,Verdant Ash,Hollowdeep,Thriving,18.3,19.3,44.1,43.0
FX-3575,Bloomspire,Mistfen Reach,Thriving,25.7,34.7,59.7,66.1
FX-3576,Coralmaple,Cragside,Radiant,29.4,22.7,76.0,75.4
FX-3577,Ironcrown Oak,Mistfen Reach,Thriving,22.9,32.0,49.5,64.5
FX-3578,Verdant Ash,Sunspire Heights,Radiant,22.7,15.4,68.2,57.6
FX-3579,Duskmaple,Hollowdeep,Thriving,16.5,29.5,58.6,57.4
FX-3580,Glasszelkova,Mistfen Reach,Waning,27.5,13.4,31.7,42.4
FX-3581,Emberoak,Hollowdeep,Waning,23.4,28.6,24.8,69.9
FX-3582,Ironcrown Oak,Sunspire Heights,Radiant,28.9,33.0,77.4,74.0
FX-3583,Coralmaple,Cragside,Thriving,34.1,24.3,55.8,66.2
FX-3584,Verdant Ash,Mistfen Reach,Thriving,16.8,14.9,45.7,46.2
FX-3585,Bloomspire,Cragside,Thriving,19.8,37.8,49.7,72.0
FX-3586,Emberoak,Mistfen Reach,Radiant,31.4,23.4,83.0,65.3
FX-3587,Goldfan Ginko,Mistfen Reach,Thriving,31.7,12.9,55.5,69.9
FX-3588,Emberoak,Hollowdeep,Waning,26.2,34.2,37.6,57.8
FX-3589,Goldfan Ginko,Hollowdeep,Radiant,25.5,7.0,82.3,61.5
FX-3590,Coralmaple,Cragside,Radiant,30.2,17.2,82.2,70.3
FX-3591,Bloomspire,Cragside,Thriving,21.0,37.5,49.8,62.0
FX-3592,Palepear,Sunspire Heights,Thriving,17.8,7.8,54.8,53.4
FX-3593,Verdant Ash,Cragside,Thriving,20.4,25.2,46.4,51.3
FX-3594,Goldfan Ginko,Mistfen Reach,Waning,28.8,16.8,37.5,64.4
FX-3595,Whispering Linden,Hollowdeep,Thriving,24.8,17.5,63.0,41.8
FX-3596,Emberoak,Cragside,Thriving,27.7,20.9,50.7,72.9
FX-3597,Bloomspire,Cragside,Radiant,19.6,33.3,89.8,66.0
FX-3598,Thornlace,Mistfen Reach,Thriving,15.8,13.9,46.2,49.2
FX-3599,Glasszelkova,Hollowdeep,Radiant,29.6,12.2,82.1,46.0
FX-3600,Thornlace,Sunspire Heights,Radiant,15.7,14.0,78.5,54.6
FX-3601,Verdant Ash,Mistfen Reach,Thriving,17.0,19.8,54.8,46.2
FX-3602,Whispering Linden,Sunspire Heights,Waning,28.0,16.3,20.6,54.8
FX-3603,Ghostplane,Sunspire Heights,Radiant,24.6,34.7,79.6,53.7
FX-3604,Duskmaple,Cragside,Radiant,19.8,22.9,87.3,69.7
FX-3605,Emberoak,Mistfen Reach,Radiant,20.6,25.0,72.4,69.1
FX-3606,Thornlace,Sunspire Heights,Radiant,23.0,17.3,91.6,51.4
FX-3607,Palepear,Sunspire Heights,Radiant,16.0,9.3,78.6,52.7
FX-3608,Palepear,Hollowdeep,Radiant,9.3,3.9,83.3,44.3
FX-3609,Goldfan Ginko,Hollowdeep,Radiant,33.7,15.8,74.2,71.0
FX-3610,Whispering Linden,Sunspire Heights,Thriving,32.9,21.4,53.9,51.8
FX-3611,Whispering Linden,Sunspire Heights,Thriving,35.0,19.7,55.9,54.5
FX-3612,Whispering Linden,Mistfen Reach,Thriving,22.5,15.4,48.2,42.4
FX-3613,Verdant Ash,Mistfen Reach,Radiant,14.6,18.7,77.6,46.0
FX-3614,Coralmaple,Hollowdeep,Waning,30.0,22.7,21.8,63.0
FX-3615,Emberoak,Cragside,Thriving,28.8,30.8,49.4,68.0
FX-3616,Ghostplane,Sunspire Heights,Thriving,28.7,34.4,55.2,49.5
FX-3617,Verdant Ash,Sunspire Heights,Thriving,21.9,18.0,62.1,55.2
FX-3618,Duskmaple,Cragside,Thriving,18.0,26.5,56.6,68.0
FX-3619,Emberoak,Sunspire Heights,Radiant,34.9,23.7,74.6,73.7
FX-3620,Thornlace,Mistfen Reach,Thriving,14.5,17.3,40.4,45.8
FX-3621,Bloomspire,Mistfen Reach,Waning,18.5,39.3,44.4,65.6
FX-3622,Ghostplane,Sunspire Heights,Waning,21.3,29.3,31.0,50.2
FX-3623,Ironcrown Oak,Cragside,Thriving,21.6,31.2,56.5,67.6
FX-3624,Thornlace,Mistfen Reach,Husk,18.8,17.5,0.0,40.8
FX-3625,Ghostplane,Mistfen Reach,Radiant,19.9,33.6,74.9,48.4
FX-3626,Ghostplane,Sunspire Heights,Husk,21.6,33.7,13.7,50.8
FX-3627,Verdant Ash,Mistfen Reach,Radiant,15.6,23.2,82.1,51.7
FX-3628,Goldfan Ginko,Hollowdeep,Thriving,26.7,14.0,53.3,62.1
FX-3629,Thornlace,Sunspire Heights,Waning,21.0,12.9,37.8,52.4
FX-3630,Glasszelkova,Mistfen Reach,Waning,28.4,7.3,26.9,40.3
FX-3631,Ghostplane,Sunspire Heights,Waning,20.9,30.1,21.8,52.9
FX-3632,Glasszelkova,Sunspire Heights,Thriving,30.4,14.5,59.7,51.2
FX-3633,Verdant Ash,Hollowdeep,Radiant,12.7,18.3,79.4,43.8
FX-3634,Whispering Linden,Sunspire Heights,Thriving,32.2,17.6,52.6,51.4
FX-3635,Verdant Ash,Sunspire Heights,Thriving,21.2,21.7,61.6,51.5
FX-3636,Goldfan Ginko,Mistfen Reach,Waning,33.6,17.4,27.7,65.9
FX-3637,Ironcrown Oak,Cragside,Radiant,27.4,28.8,81.0,69.9
FX-3638,Whispering Linden,Sunspire Heights,Thriving,28.2,17.1,61.1,53.2
FX-3639,Duskmaple,Mistfen Reach,Husk,16.8,21.3,2.6,64.6
FX-3640,Whispering Linden,Sunspire Heights,Thriving,28.9,17.0,46.2,58.2
FX-3641,Goldfan Ginko,Mistfen Reach,Thriving,32.1,13.0,53.3,62.0
FX-3642,Ghostplane,Hollowdeep,Radiant,17.0,34.5,81.1,44.5
FX-3643,Duskmaple,Cragside,Husk,22.6,25.4,14.1,69.3
FX-3644,Emberoak,Mistfen Reach,Thriving,26.9,27.1,58.4,66.1
FX-3645,Thornlace,Sunspire Heights,Thriving,20.1,12.5,58.0,52.7
FX-3646,Ghostplane,Sunspire Heights,Thriving,19.9,29.5,62.8,55.8
FX-3647,Coralmaple,Hollowdeep,Waning,28.9,20.3,24.9,63.2
FX-3648,Ghostplane,Mistfen Reach,Waning,17.3,25.1,33.1,42.2
FX-3649,Thornlace,Sunspire Heights,Thriving,19.1,12.5,42.4,54.1
FX-3650,Goldfan Ginko,Cragside,Thriving,33.0,12.6,54.2,64.4
FX-3651,Verdant Ash,Sunspire Heights,Waning,24.8,10.7,33.8,55.4
FX-3652,Coralmaple,Mistfen Reach,Thriving,28.6,21.5,52.0,71.9
FX-3653,Glasszelkova,Hollowdeep,Thriving,26.0,11.2,59.2,42.2
FX-3654,Emberoak,Hollowdeep,Waning,21.4,28.0,34.1,59.6
FX-3655,Goldfan Ginko,Cragside,Waning,34.6,12.4,28.3,67.3
FX-3656,Bloomspire,Cragside,Radiant,24.5,37.8,84.2,72.5
FX-3657,Glasszelkova,Mistfen Reach,Thriving,23.2,8.9,69.6,50.9
FX-3658,Palepear,Mistfen Reach,Thriving,15.3,10.0,58.1,44.5
FX-3659,Palepear,Sunspire Heights,Thriving,14.1,3.6,57.1,50.9
FX-3660,Bloomspire,Mistfen Reach,Thriving,21.6,33.8,52.1,64.1
FX-3661,Ghostplane,Sunspire Heights,Thriving,20.9,38.3,50.4,49.3
FX-3662,Thornlace,Mistfen Reach,Thriving,19.1,14.5,57.3,52.8
FX-3663,Ghostplane,Mistfen Reach,Waning,14.4,33.4,43.6,46.6
FX-3664,Palepear,Hollowdeep,Thriving,11.0,9.1,46.2,35.0
FX-3665,Palepear,Mistfen Reach,Thriving,11.5,12.2,65.5,42.2
FX-3666,Ghostplane,Mistfen Reach,Waning,19.5,27.5,37.7,47.8
FX-3667,Verdant Ash,Mistfen Reach,Radiant,17.1,15.0,77.5,52.4
FX-3668,Glasszelkova,Sunspire Heights,Thriving,30.3,15.9,54.6,60.2
FX-3669,Palepear,Mistfen Reach,Radiant,7.8,10.2,77.3,55.3
FX-3670,Verdant Ash,Hollowdeep,Thriving,15.4,19.0,47.1,41.8
FX-3671,Goldfan Ginko,Cragside,Waning,33.9,16.1,27.9,64.8
FX-3672,Whispering Linden,Sunspire Heights,Radiant,29.3,19.6,81.2,56.9
FX-3673,Emberoak,Mistfen Reach,Radiant,27.8,27.1,83.5,64.9
FX-3674,Coralmaple,Cragside,Waning,29.3,16.4,31.4,67.5
FX-3675,Ironcrown Oak,Cragside,Radiant,23.4,29.0,72.3,72.2
FX-3676,Whispering Linden,Hollowdeep,Radiant,21.0,16.9,78.8,46.2
FX-3677,Thornlace,Mistfen Reach,Thriving,16.1,15.8,55.4,47.6
FX-3678,Ironcrown Oak,Hollowdeep,Thriving,18.5,32.0,54.4,63.5
FX-3679,Goldfan Ginko,Hollowdeep,Thriving,30.8,11.2,63.9,61.3
FX-3680,Glasszelkova,Sunspire Heights,Radiant,30.6,9.1,88.2,51.7
FX-3681,Goldfan Ginko,Cragside,Waning,36.8,17.9,19.0,67.8
FX-3682,Palepear,Sunspire Heights,Thriving,18.1,6.8,54.1,53.5
FX-3683,Goldfan Ginko,Mistfen Reach,Radiant,34.6,17.7,84.5,66.0
FX-3684,Palepear,Sunspire Heights,Thriving,22.9,9.8,59.5,57.7
FX-3685,Thornlace,Hollowdeep,Radiant,15.3,13.4,81.9,44.3
FX-3686,Bloomspire,Cragside,Thriving,21.5,36.1,63.7,64.9
FX-3687,Coralmaple,Hollowdeep,Waning,27.1,18.1,27.7,61.5
FX-3688,Thornlace,Hollowdeep,Radiant,13.7,13.1,90.4,44.8
FX-3689,Bloomspire,Hollowdeep,Thriving,14.8,32.2,43.0,66.9
FX-3690,Emberoak,Cragside,Radiant,26.6,28.6,79.9,70.8
FX-3691,Whispering Linden,Sunspire Heights,Radiant,33.7,19.7,77.6,55.5
FX-3692,Coralmaple,Mistfen Reach,Thriving,33.6,18.9,59.0,64.0
FX-3693,Ironcrown Oak,Mistfen Reach,Thriving,19.7,32.7,54.8,59.0
FX-3694,Thornlace,Sunspire Heights,Thriving,15.3,6.9,53.3,55.5
FX-3695,Goldfan Ginko,Mistfen Reach,Thriving,35.3,6.8,66.2,61.5
FX-3696,Ghostplane,Mistfen Reach,Waning,18.7,26.9,23.9,41.5
FX-3697,Verdant Ash,Sunspire Heights,Radiant,20.9,19.4,86.0,61.8
FX-3698,Palepear,Sunspire Heights,Thriving,20.5,11.3,54.9,54.1
FX-3699,Thornlace,Sunspire Heights,Radiant,20.8,17.1,82.5,53.5
FX-3700,Coralmaple,Hollowdeep,Thriving,25.4,24.8,45.2,63.6
FX-3701,Palepear,Mistfen Reach,Thriving,12.8,9.7,64.1,42.9
FX-3702,Thornlace,Mistfen Reach,Waning,17.2,14.3,30.1,50.0
FX-3703,Thornlace,Hollowdeep,Thriving,18.2,13.5,53.7,42.3
FX-3704,Glasszelkova,Mistfen Reach,Thriving,26.5,3.8,52.4,43.3
FX-3705,Ironcrown Oak,Cragside,Thriving,19.4,32.2,56.0,69.9
FX-3706,Goldfan Ginko,Mistfen Reach,Thriving,30.3,21.1,42.3,60.1
FX-3707,Ghostplane,Sunspire Heights,Thriving,25.3,33.9,51.8,52.8
FX-3708,Goldfan Ginko,Hollowdeep,Radiant,27.5,16.9,87.0,62.8
FX-3709,Bloomspire,Cragside,Thriving,22.2,35.6,51.2,73.3
FX-3710,Palepear,Sunspire Heights,Thriving,20.0,9.2,55.1,52.0
FX-3711,Coralmaple,Cragside,Radiant,32.5,21.0,84.1,70.2
FX-3712,Bloomspire,Cragside,Waning,21.3,37.4,26.2,72.5
FX-3713,Glasszelkova,Sunspire Heights,Thriving,32.5,11.8,58.6,60.2
FX-3714,Palepear,Mistfen Reach,Radiant,15.2,9.2,76.2,49.3
FX-3715,Whispering Linden,Sunspire Heights,Thriving,30.7,14.9,53.7,55.1
FX-3716,Glasszelkova,Sunspire Heights,Thriving,34.3,9.4,52.7,51.0
FX-3717,Goldfan Ginko,Hollowdeep,Thriving,33.0,20.8,57.8,60.7
FX-3718,Emberoak,Mistfen Reach,Thriving,25.4,31.5,56.9,63.7
FX-3719,Ghostplane,Mistfen Reach,Radiant,16.7,35.5,82.3,45.2
FX-3720,Verdant Ash,Sunspire Heights,Radiant,21.2,17.5,81.9,55.0
FX-3721,Palepear,Mistfen Reach,Radiant,12.8,4.8,88.0,49.1
FX-3722,Duskmaple,Hollowdeep,Thriving,18.1,25.3,53.0,65.5
FX-3723,Whispering Linden,Mistfen Reach,Thriving,23.2,21.1,55.5,39.9
FX-3724,Ghostplane,Mistfen Reach,Radiant,15.4,28.3,72.8,48.7
FX-3725,Duskmaple,Cragside,Thriving,17.0,28.2,55.5,64.3
FX-3726,Whispering Linden,Sunspire Heights,Thriving,29.4,15.4,58.2,58.2
FX-3727,Emberoak,Mistfen Reach,Thriving,23.8,28.9,56.4,58.8
FX-3728,Glasszelkova,Sunspire Heights,Radiant,36.3,21.0,81.3,52.5
FX-3729,Emberoak,Mistfen Reach,Waning,25.7,23.4,39.0,69.2
FX-3730,Thornlace,Mistfen Reach,Thriving,15.7,11.1,52.1,48.1
FX-3731,Ghostplane,Sunspire Heights,Radiant,20.3,28.0,83.7,53.8
FX-3732,Palepear,Hollowdeep,Thriving,13.2,8.1,51.8,41.1
