amphora_id,type,region,varietal,vintage,fixed_acidity,volatile_acidity,residual_sugar,chlorides,pH,sulphates,alcohol,quality_score
AMPH-1765,white,Thasos,Helvola,-245,7.075,0.327,7.83,0.032,3.21,0.356,10.81,6.46
AMPH-1766,white,Kos,Duracina,-245,7.744,0.226,7.69,0.054,3.26,0.627,9.6,5.69
AMPH-1767,white,Thasos,Duracina,-246,6.826,0.324,3.99,0.041,3.01,0.416,10.16,6.27
AMPH-1768,red,Chios,Eugenia,-247,8.731,0.556,1.75,0.086,3.39,0.302,9.89,7.39
AMPH-1769,red,Chios,Apian,-246,8.568,0.633,2.87,0.08,3.24,0.741,11.97,7.97
AMPH-1770,red,Chios,Apian,-246,9.116,0.52,2.81,0.096,3.23,0.527,11.2,7.44
AMPH-1771,red,Rhodes,Helvola,-246,9.091,0.527,3.58,0.093,3.36,0.549,11.59,5.03
AMPH-1772,white,Thasos,Argitis,-247,6.466,0.271,6.35,0.06,3.36,0.256,13.95,6.45
AMPH-1773,white,Rhodes,Eugenia,-246,6.741,0.265,8.53,0.056,3.27,0.726,9.92,8.09
AMPH-1774,white,Kos,Eugenia,-245,6.614,0.307,4.72,0.057,3.05,0.366,10.6,8.19
AMPH-1775,white,Rhodes,Argitis,-246,7.999,0.323,6.49,0.06,3.2,0.575,14.0,5.15
AMPH-1776,red,Thasos,Helvola,-245,8.32,0.528,2.0,0.088,3.28,0.582,12.23,6.74
AMPH-1777,white,Rhodes,Eugenia,-246,7.456,0.284,5.74,0.043,3.16,0.299,10.82,8.12
AMPH-1778,white,Thasos,Helvola,-245,6.854,0.292,4.8,0.045,3.05,0.433,10.86,6.11
AMPH-1779,white,Rhodes,Eugenia,-246,6.924,0.285,6.52,0.043,3.12,0.534,9.44,7.7
AMPH-1780,white,Thasos,Argitis,-247,6.045,0.294,5.58,0.057,3.15,0.426,13.46,6.25
AMPH-1781,red,Thasos,Argitis,-247,9.09,0.483,3.65,0.092,3.45,0.612,13.35,6.59
AMPH-1782,red,Rhodes,Argitis,-245,7.938,0.653,4.08,0.094,3.27,0.98,13.36,4.91
AMPH-1783,red,Rhodes,Duracina,-247,8.16,0.564,4.28,0.062,3.34,0.741,9.93,5.14
AMPH-1784,white,Thasos,Helvola,-247,6.775,0.336,7.05,0.043,3.08,0.697,10.97,6.18
AMPH-1785,white,Thasos,Duracina,-246,6.337,0.3,8.68,0.045,3.2,0.243,9.53,6.38
AMPH-1786,white,Thasos,Duracina,-245,6.724,0.234,6.36,0.045,3.09,0.524,9.12,6.26
AMPH-1787,red,Kos,Argitis,-246,8.832,0.537,2.71,0.071,3.31,0.809,14.22,5.57
AMPH-1788,white,Rhodes,Duracina,-246,6.7,0.327,5.09,0.041,3.24,0.51,10.14,4.99
AMPH-1789,red,Rhodes,Aminean,-245,7.68,0.556,1.57,0.089,3.37,0.68,11.99,7.95
AMPH-1790,white,Chios,Eugenia,-245,7.334,0.315,5.76,0.039,3.26,0.213,10.19,7.14
AMPH-1791,red,Rhodes,Duracina,-245,8.09,0.612,2.07,0.094,3.35,0.53,9.44,5.25
AMPH-1792,white,Kos,Apian,-245,6.479,0.333,6.42,0.041,3.19,0.614,11.89,7.69
AMPH-1793,white,Thasos,Helvola,-245,7.384,0.349,2.73,0.055,3.15,0.368,10.94,6.05
AMPH-1794,white,Thasos,Aminean,-246,6.217,0.253,7.52,0.046,3.06,0.439,12.51,8.15
AMPH-1795,red,Chios,Aminean,-245,8.807,0.596,0.6,0.083,3.29,0.609,12.09,7.55
AMPH-1796,white,Chios,Eugenia,-245,6.344,0.236,6.08,0.054,3.43,0.524,9.88,6.95
AMPH-1797,white,Rhodes,Apian,-246,6.479,0.246,5.45,0.044,3.14,0.492,11.66,7.81
AMPH-1798,white,Rhodes,Duracina,-246,8.277,0.336,6.09,0.039,3.25,0.509,10.4,5.1
AMPH-1799,white,Rhodes,Aminean,-246,7.592,0.25,4.45,0.045,3.18,0.497,12.15,8.07
AMPH-1800,red,Chios,Helvola,-247,7.94,0.532,3.16,0.08,3.3,0.859,10.59,4.57
AMPH-1801,red,Chios,Aminean,-245,7.594,0.492,2.97,0.088,3.34,0.533,12.01,7.82
AMPH-1802,white,Thasos,Helvola,-245,7.489,0.245,7.02,0.04,3.18,0.723,10.77,6.08
AMPH-1803,white,Chios,Apian,-246,5.23,0.361,6.92,0.052,3.17,0.372,11.52,7.78
AMPH-1804,white,Rhodes,Aminean,-246,7.44,0.317,5.74,0.063,3.17,0.477,11.66,8.01
AMPH-1805,white,Kos,Apian,-245,5.63,0.253,4.43,0.052,3.11,0.42,11.93,8.62
AMPH-1806,red,Chios,Aminean,-245,9.617,0.497,3.12,0.104,3.32,0.472,13.46,8.08
AMPH-1807,white,Thasos,Eugenia,-247,6.85,0.262,6.71,0.068,3.24,0.32,10.47,8.62
AMPH-1808,white,Rhodes,Eugenia,-245,7.345,0.231,6.05,0.029,3.29,0.287,10.25,7.57
AMPH-1809,white,Rhodes,Aminean,-245,7.359,0.206,8.03,0.06,3.09,0.521,12.19,7.44
AMPH-1810,white,Rhodes,Helvola,-247,7.486,0.212,7.84,0.079,3.16,0.424,11.06,6.12
AMPH-1811,white,Rhodes,Helvola,-245,6.23,0.207,7.84,0.063,3.05,0.486,11.13,5.95
AMPH-1812,red,Kos,Argitis,-245,8.742,0.536,2.87,0.081,3.22,0.652,13.33,6.61
AMPH-1813,red,Chios,Eugenia,-247,8.435,0.606,2.95,0.096,3.32,0.58,9.93,7.27
AMPH-1814,white,Rhodes,Helvola,-246,6.2,0.317,8.34,0.057,3.18,0.474,10.71,5.51
AMPH-1815,white,Rhodes,Duracina,-245,6.962,0.322,4.97,0.055,3.21,0.509,9.85,5.51
AMPH-1816,white,Thasos,Duracina,-245,6.868,0.279,5.78,0.043,3.17,0.439,9.44,5.97
AMPH-1817,red,Thasos,Helvola,-245,7.525,0.561,5.03,0.084,3.21,0.685,11.68,6.32
AMPH-1818,white,Chios,Eugenia,-247,6.301,0.34,9.75,0.04,3.3,0.298,10.22,6.79
AMPH-1819,red,Kos,Eugenia,-246,7.74,0.55,2.51,0.099,3.47,0.616,9.75,7.64
AMPH-1820,red,Chios,Apian,-247,8.428,0.498,3.01,0.083,3.36,0.748,11.78,8.18
AMPH-1821,white,Kos,Eugenia,-245,7.077,0.334,7.21,0.044,3.14,0.506,10.19,7.84
AMPH-1822,white,Rhodes,Helvola,-247,7.106,0.222,4.7,0.033,3.22,0.606,11.2,4.92
AMPH-1823,white,Chios,Aminean,-246,6.968,0.321,6.0,0.036,2.99,0.467,12.2,7.39
AMPH-1824,white,Kos,Argitis,-245,6.503,0.302,6.16,0.041,3.15,0.2,13.54,5.62
AMPH-1825,white,Rhodes,Helvola,-247,6.887,0.225,5.99,0.04,3.24,0.601,10.23,5.3
AMPH-1826,red,Chios,Eugenia,-246,8.272,0.493,1.05,0.081,3.3,0.608,9.44,7.1
AMPH-1827,white,Thasos,Apian,-246,6.795,0.256,7.24,0.034,3.17,0.708,10.38,9.09
AMPH-1828,red,Thasos,Argitis,-245,7.813,0.449,2.73,0.081,3.32,0.622,13.59,6.1
AMPH-1829,red,Rhodes,Duracina,-245,8.434,0.574,3.38,0.089,3.38,0.653,9.33,5.01
AMPH-1830,red,Kos,Aminean,-245,7.886,0.473,3.75,0.083,3.28,0.716,12.46,7.61
AMPH-1831,white,Thasos,Helvola,-246,7.588,0.217,9.38,0.054,3.06,0.542,10.39,5.9
AMPH-1832,white,Thasos,Helvola,-246,7.132,0.295,5.63,0.056,3.01,0.533,11.2,6.65
AMPH-1833,white,Chios,Aminean,-246,6.917,0.322,4.36,0.052,3.13,0.497,12.32,7.62
AMPH-1834,red,Kos,Apian,-247,9.192,0.531,3.11,0.096,3.21,0.425,11.43,8.31
AMPH-1835,white,Kos,Apian,-246,6.98,0.32,4.3,0.043,3.22,0.391,12.2,8.38
AMPH-1836,white,Rhodes,Eugenia,-247,7.438,0.229,8.31,0.059,3.23,0.584,10.41,8.0
AMPH-1837,red,Chios,Duracina,-246,8.339,0.578,0.93,0.08,3.36,0.872,9.99,5.08
AMPH-1838,red,Kos,Helvola,-245,8.679,0.396,2.05,0.073,3.46,0.67,11.41,5.24
AMPH-1839,white,Thasos,Argitis,-246,6.295,0.237,6.27,0.047,3.02,0.487,13.21,6.74
AMPH-1840,red,Rhodes,Duracina,-246,7.627,0.561,4.68,0.108,3.25,0.724,9.67,5.76
AMPH-1841,white,Chios,Aminean,-246,7.599,0.233,4.38,0.065,3.21,0.286,12.57,7.07
AMPH-1842,white,Chios,Apian,-247,6.688,0.233,4.47,0.038,3.18,0.601,10.55,7.52
AMPH-1843,red,Chios,Argitis,-245,8.733,0.489,3.6,0.066,3.34,0.728,12.99,5.42
AMPH-1844,white,Thasos,Helvola,-246,6.351,0.306,6.32,0.044,3.1,0.532,11.66,6.04
AMPH-1845,white,Thasos,Helvola,-246,6.525,0.255,7.02,0.049,3.19,0.724,11.09,5.41
AMPH-1846,white,Kos,Eugenia,-247,6.792,0.268,7.39,0.049,3.24,0.85,9.97,8.16
AMPH-1847,white,Kos,Argitis,-245,7.482,0.325,4.52,0.039,3.37,0.385,13.69,4.68
AMPH-1848,red,Chios,Aminean,-246,8.096,0.471,1.27,0.064,3.41,0.666,12.27,7.2
AMPH-1849,white,Rhodes,Aminean,-247,8.34,0.263,5.28,0.057,3.19,0.648,12.65,7.6
AMPH-1850,red,Rhodes,Argitis,-245,8.549,0.554,2.29,0.083,3.45,0.824,13.62,5.23
AMPH-1851,white,Kos,Eugenia,-246,7.248,0.27,6.31,0.04,3.19,0.491,9.78,8.26
AMPH-1852,red,Rhodes,Helvola,-247,8.751,0.498,2.54,0.083,3.3,0.54,11.32,5.38
AMPH-1853,red,Kos,Apian,-245,8.835,0.585,1.46,0.083,3.2,0.712,10.93,8.05
AMPH-1854,white,Kos,Eugenia,-247,6.166,0.273,4.08,0.067,3.15,0.452,9.99,8.19
AMPH-1855,white,Kos,Aminean,-246,6.743,0.256,7.18,0.055,3.13,0.576,11.77,8.29
AMPH-1856,white,Thasos,Argitis,-246,6.404,0.326,4.71,0.046,3.21,0.685,13.71,5.4
AMPH-1857,red,Rhodes,Aminean,-247,9.23,0.446,2.71,0.086,3.28,0.438,12.86,6.96
AMPH-1858,white,Rhodes,Helvola,-247,6.822,0.257,7.15,0.038,3.11,0.518,10.86,5.26
AMPH-1859,white,Chios,Eugenia,-246,7.349,0.199,7.31,0.033,3.06,0.546,10.37,7.48
AMPH-1860,white,Chios,Apian,-247,7.882,0.277,7.85,0.06,3.19,0.311,11.5,7.27
AMPH-1861,white,Chios,Eugenia,-245,7.786,0.322,5.79,0.055,3.19,0.455,10.43,6.92
AMPH-1862,white,Kos,Eugenia,-247,7.683,0.293,5.51,0.052,3.13,0.594,9.95,8.21
AMPH-1863,white,Kos,Aminean,-247,7.23,0.329,7.42,0.056,3.19,0.506,12.85,7.94
AMPH-1864,white,Kos,Aminean,-246,6.793,0.292,7.13,0.054,3.24,0.39,13.32,8.47
AMPH-1865,red,Thasos,Argitis,-247,8.791,0.567,2.13,0.098,3.38,0.796,13.93,5.61
AMPH-1866,red,Kos,Aminean,-246,8.26,0.494,0.6,0.087,3.25,0.586,12.32,7.99
AMPH-1867,white,Thasos,Duracina,-246,6.907,0.259,4.73,0.034,3.13,0.521,8.69,6.0
AMPH-1868,white,Thasos,Argitis,-245,6.352,0.225,6.95,0.042,3.17,0.765,13.82,5.79
AMPH-1869,white,Kos,Apian,-245,7.945,0.146,6.72,0.04,3.14,0.595,11.71,7.45
AMPH-1870,red,Chios,Eugenia,-247,9.583,0.57,4.0,0.096,3.19,0.592,10.77,7.57
AMPH-1871,white,Thasos,Argitis,-245,7.683,0.236,7.42,0.043,3.33,0.74,13.5,5.67
AMPH-1872,white,Chios,Aminean,-246,7.103,0.113,6.76,0.052,3.28,0.373,12.79,7.99
AMPH-1873,white,Rhodes,Apian,-247,7.058,0.32,4.91,0.04,3.05,0.316,12.54,7.75
AMPH-1874,white,Chios,Eugenia,-247,6.494,0.272,5.94,0.048,3.2,0.724,10.75,7.86
AMPH-1875,red,Chios,Aminean,-247,8.864,0.511,1.57,0.091,3.28,0.748,12.39,7.6
AMPH-1876,white,Chios,Eugenia,-247,6.587,0.269,5.7,0.046,3.22,0.498,9.69,8.15
AMPH-1877,white,Thasos,Argitis,-245,6.185,0.338,6.58,0.058,3.29,0.435,13.65,6.52
AMPH-1878,red,Thasos,Duracina,-247,8.518,0.503,4.1,0.083,3.17,0.632,10.28,5.78
AMPH-1879,white,Thasos,Helvola,-245,7.329,0.27,6.75,0.04,3.22,0.396,11.05,6.12
AMPH-1880,white,Kos,Eugenia,-247,5.972,0.306,7.41,0.051,3.02,0.653,10.86,8.39
AMPH-1881,white,Chios,Eugenia,-246,6.74,0.217,5.84,0.031,3.25,0.403,9.51,7.44
AMPH-1882,white,Kos,Duracina,-247,6.203,0.336,4.71,0.048,3.22,0.698,9.05,5.68
AMPH-1883,red,Rhodes,Duracina,-245,7.813,0.518,0.6,0.09,3.33,0.862,10.31,5.57
AMPH-1884,red,Thasos,Duracina,-247,7.535,0.57,4.52,0.086,3.3,0.528,9.7,5.75
AMPH-1885,red,Chios,Eugenia,-247,6.962,0.607,2.12,0.09,3.23,0.682,10.48,7.71
AMPH-1886,red,Kos,Aminean,-247,8.307,0.457,5.01,0.086,3.31,0.293,12.8,8.42
AMPH-1887,red,Chios,Apian,-247,8.417,0.497,5.13,0.101,3.19,0.83,11.16,7.79
AMPH-1888,white,Thasos,Argitis,-246,7.936,0.306,6.87,0.048,3.12,0.772,13.64,5.86
AMPH-1889,white,Thasos,Argitis,-246,6.928,0.307,5.95,0.036,3.18,0.315,14.28,6.32
AMPH-1890,white,Chios,Apian,-247,6.82,0.248,8.72,0.033,3.2,0.477,10.84,7.92
AMPH-1891,white,Thasos,Apian,-247,6.372,0.179,6.51,0.046,3.21,0.486,11.7,8.81
AMPH-1892,white,Thasos,Aminean,-246,6.228,0.311,5.46,0.05,3.17,0.417,12.72,8.36
AMPH-1893,white,Thasos,Duracina,-247,6.05,0.256,7.16,0.05,3.1,0.322,9.62,6.59
AMPH-1894,white,Rhodes,Apian,-245,7.326,0.323,5.33,0.028,3.25,0.258,11.12,7.93
AMPH-1895,red,Kos,Apian,-246,7.212,0.571,2.34,0.073,3.31,0.756,11.27,7.57
AMPH-1896,white,Chios,Eugenia,-247,6.865,0.334,3.75,0.064,3.21,0.42,9.75,7.73
AMPH-1897,white,Kos,Helvola,-245,5.633,0.253,7.05,0.043,3.2,0.638,10.89,5.1
AMPH-1898,white,Kos,Helvola,-247,5.987,0.354,7.52,0.067,3.12,0.469,11.45,5.8
AMPH-1899,white,Rhodes,Eugenia,-246,6.539,0.322,7.44,0.053,3.16,0.585,10.34,7.4
AMPH-1900,red,Chios,Argitis,-247,8.794,0.479,3.4,0.071,3.2,0.567,14.15,4.97
AMPH-1901,white,Rhodes,Aminean,-245,7.95,0.286,7.78,0.046,3.15,0.37,12.39,7.73
AMPH-1902,white,Thasos,Argitis,-247,7.328,0.274,7.49,0.051,3.28,0.471,13.37,5.64
AMPH-1903,white,Chios,Aminean,-245,7.648,0.362,5.19,0.051,3.18,0.388,12.23,7.71
AMPH-1904,white,Chios,Aminean,-247,7.469,0.273,8.12,0.059,3.16,0.324,12.34,8.29
AMPH-1905,white,Kos,Argitis,-245,6.664,0.205,5.16,0.051,3.31,0.69,14.09,4.77
AMPH-1906,white,Rhodes,Eugenia,-247,7.133,0.368,6.45,0.046,3.14,0.577,9.79,8.26
AMPH-1907,white,Rhodes,Aminean,-245,7.271,0.358,6.31,0.065,3.04,0.578,12.82,7.86
AMPH-1908,white,Kos,Aminean,-247,7.051,0.264,6.43,0.048,3.11,0.339,12.2,7.77
AMPH-1909,white,Kos,Apian,-247,6.432,0.338,6.45,0.039,3.14,0.361,11.58,8.81
AMPH-1910,white,Rhodes,Duracina,-245,6.868,0.344,7.74,0.045,3.29,0.326,10.25,4.92
AMPH-1911,red,Kos,Duracina,-247,8.273,0.499,2.49,0.069,3.15,0.583,10.53,5.66
AMPH-1912,red,Rhodes,Duracina,-247,8.103,0.536,0.97,0.091,3.22,0.537,9.75,6.03
AMPH-1913,white,Kos,Argitis,-247,6.111,0.217,8.19,0.045,3.27,0.69,14.29,5.23
AMPH-1914,red,Chios,Apian,-247,7.307,0.506,2.5,0.071,3.21,0.802,11.06,6.97
AMPH-1915,red,Rhodes,Apian,-245,8.897,0.573,2.15,0.094,3.31,0.591,12.17,7.69
AMPH-1916,white,Rhodes,Apian,-247,6.41,0.327,6.64,0.047,3.32,0.438,11.44,7.41
AMPH-1917,red,Kos,Duracina,-245,8.25,0.562,0.61,0.073,3.37,0.778,10.09,5.64
AMPH-1918,red,Chios,Eugenia,-245,8.7,0.539,2.93,0.092,3.34,0.821,9.99,6.88
AMPH-1919,white,Kos,Apian,-247,6.595,0.388,7.22,0.03,3.26,0.497,11.32,7.58
AMPH-1920,white,Chios,Apian,-247,5.516,0.271,6.13,0.039,3.19,0.448,12.16,8.07
AMPH-1921,red,Thasos,Duracina,-245,8.665,0.526,2.36,0.088,3.27,0.851,10.45,7.21
AMPH-1922,white,Kos,Apian,-247,7.065,0.39,7.51,0.041,2.95,0.543,11.71,8.03
AMPH-1923,white,Kos,Duracina,-245,7.233,0.259,5.5,0.039,3.26,0.585,9.79,5.65
AMPH-1924,white,Kos,Apian,-247,5.982,0.265,4.73,0.049,3.17,0.741,12.05,7.86
AMPH-1925,white,Thasos,Eugenia,-245,6.957,0.253,7.69,0.064,3.18,0.419,10.22,7.95
AMPH-1926,white,Rhodes,Eugenia,-245,7.323,0.257,7.04,0.068,3.21,0.462,10.0,7.23
AMPH-1927,red,Rhodes,Duracina,-246,7.737,0.572,2.35,0.08,3.43,0.678,9.32,5.48
AMPH-1928,red,Thasos,Argitis,-245,9.588,0.511,1.65,0.082,3.37,0.524,13.41,6.16
AMPH-1929,white,Kos,Aminean,-246,6.984,0.253,6.86,0.034,3.12,0.552,12.09,8.25
AMPH-1930,white,Kos,Eugenia,-247,7.449,0.238,6.2,0.054,3.24,0.467,9.53,8.82
AMPH-1931,red,Rhodes,Eugenia,-246,8.208,0.609,3.81,0.098,3.24,0.663,10.35,7.5
AMPH-1932,red,Thasos,Helvola,-245,7.561,0.511,2.38,0.094,3.2,0.835,11.56,6.54
AMPH-1933,red,Rhodes,Helvola,-246,7.517,0.515,0.6,0.099,3.45,0.715,11.06,5.15
AMPH-1934,red,Chios,Aminean,-245,8.442,0.537,2.1,0.078,3.31,0.574,12.97,7.49
AMPH-1935,red,Thasos,Helvola,-245,7.593,0.501,1.91,0.093,3.42,0.804,11.32,5.94
AMPH-1936,red,Chios,Aminean,-246,8.251,0.589,2.19,0.084,3.23,0.714,12.6,7.55
AMPH-1937,white,Thasos,Duracina,-247,6.005,0.309,6.48,0.031,3.2,0.468,10.65,6.02
AMPH-1938,red,Thasos,Argitis,-245,7.748,0.506,2.86,0.107,3.46,0.641,13.81,5.87
AMPH-1939,red,Kos,Argitis,-246,8.566,0.504,3.82,0.084,3.37,0.548,12.93,5.6
AMPH-1940,red,Kos,Argitis,-246,7.273,0.485,1.27,0.065,3.21,0.45,13.99,6.02
AMPH-1941,red,Thasos,Argitis,-247,8.242,0.523,3.29,0.092,3.23,0.636,13.86,6.31
AMPH-1942,white,Thasos,Helvola,-247,8.356,0.292,5.81,0.037,3.14,0.631,11.08,6.32
AMPH-1943,white,Chios,Eugenia,-246,7.397,0.262,5.29,0.061,3.26,0.415,9.75,7.94
AMPH-1944,white,Kos,Duracina,-246,7.657,0.253,7.71,0.035,3.24,0.606,9.54,5.16
AMPH-1945,white,Chios,Helvola,-246,6.375,0.333,6.03,0.054,3.19,0.71,10.71,4.74
AMPH-1946,red,Rhodes,Helvola,-246,8.293,0.591,2.38,0.084,3.25,0.633,11.37,4.75
AMPH-1947,white,Kos,Apian,-246,7.28,0.356,5.23,0.049,3.24,0.555,10.73,7.64
AMPH-1948,red,Thasos,Aminean,-246,7.967,0.533,2.19,0.093,3.54,0.76,12.4,8.21
AMPH-1949,red,Chios,Aminean,-245,9.395,0.58,0.67,0.097,3.36,0.517,12.24,7.44
AMPH-1950,red,Chios,Apian,-247,8.353,0.509,3.26,0.113,3.33,0.618,12.04,7.21
AMPH-1951,red,Thasos,Argitis,-247,8.964,0.514,0.6,0.08,3.26,0.625,13.98,6.8
AMPH-1952,white,Thasos,Argitis,-247,6.435,0.28,6.0,0.043,3.16,0.662,14.35,5.66
AMPH-1953,white,Thasos,Helvola,-247,6.575,0.265,4.66,0.044,3.21,0.275,11.1,6.56
AMPH-1954,red,Chios,Aminean,-246,8.328,0.484,1.52,0.099,3.33,0.809,11.82,7.15
AMPH-1955,white,Kos,Apian,-245,6.042,0.223,5.9,0.032,3.15,0.476,11.98,7.8
AMPH-1956,white,Kos,Apian,-246,6.815,0.229,7.74,0.036,3.17,0.611,10.97,8.84
AMPH-1957,white,Kos,Argitis,-245,6.71,0.334,5.85,0.039,3.16,0.477,14.05,5.36
AMPH-1958,red,Kos,Duracina,-245,8.306,0.487,2.08,0.086,3.36,0.487,10.49,5.69
AMPH-1959,red,Rhodes,Duracina,-247,8.136,0.494,3.15,0.092,3.38,0.561,9.69,5.61
AMPH-1960,red,Chios,Aminean,-247,8.264,0.585,4.22,0.083,3.26,0.758,12.7,7.19
AMPH-1961,white,Rhodes,Aminean,-245,8.123,0.221,7.58,0.029,3.29,0.672,11.78,7.93
AMPH-1962,red,Rhodes,Helvola,-247,7.129,0.52,2.95,0.094,3.34,0.677,10.84,5.46
AMPH-1963,white,Rhodes,Argitis,-245,7.521,0.314,6.75,0.05,3.29,0.615,14.15,5.26
AMPH-1964,red,Kos,Apian,-245,8.915,0.496,1.6,0.098,3.38,0.716,11.36,8.17
AMPH-1965,white,Chios,Eugenia,-245,6.753,0.163,6.58,0.029,3.1,0.729,9.5,7.5
AMPH-1966,red,Chios,Apian,-245,9.55,0.497,2.53,0.094,3.36,0.405,10.58,7.92
AMPH-1967,red,Chios,Apian,-247,8.518,0.497,3.59,0.085,3.32,0.693,10.98,8.28
AMPH-1968,white,Chios,Argitis,-245,6.051,0.334,5.27,0.044,3.26,0.478,12.88,5.39
AMPH-1969,red,Kos,Aminean,-246,7.713,0.58,2.96,0.091,3.37,0.56,12.99,8.12
AMPH-1970,white,Rhodes,Helvola,-245,7.579,0.266,6.1,0.034,3.24,0.501,11.37,5.66
AMPH-1971,white,Thasos,Apian,-247,6.976,0.297,6.49,0.052,3.19,0.372,11.68,7.86
AMPH-1972,white,Rhodes,Aminean,-247,7.56,0.341,5.3,0.041,3.12,0.46,12.98,7.47
AMPH-1973,white,Chios,Aminean,-246,6.891,0.298,6.16,0.068,3.31,0.509,12.35,6.94
AMPH-1974,red,Kos,Apian,-246,9.037,0.603,1.13,0.109,3.19,0.545,11.45,9.02
AMPH-1975,white,Kos,Duracina,-246,6.779,0.297,5.03,0.041,3.25,0.503,9.06,6.06
AMPH-1976,red,Kos,Apian,-245,8.447,0.489,3.37,0.072,3.31,0.49,10.88,8.43
AMPH-1977,white,Chios,Eugenia,-245,6.607,0.232,5.09,0.066,3.23,0.341,10.58,6.98
AMPH-1978,red,Rhodes,Helvola,-246,8.691,0.463,2.02,0.081,3.39,0.619,10.75,4.79
AMPH-1979,white,Rhodes,Eugenia,-247,6.902,0.32,6.59,0.05,3.04,0.574,10.24,7.62
AMPH-1980,white,Rhodes,Eugenia,-246,5.752,0.343,6.44,0.056,3.25,0.306,10.06,7.03
AMPH-1981,red,Rhodes,Duracina,-246,8.582,0.596,1.37,0.086,3.35,0.716,10.01,5.33
AMPH-1982,white,Kos,Helvola,-247,6.663,0.279,8.12,0.053,3.29,0.653,11.63,5.27
AMPH-1983,white,Rhodes,Duracina,-247,7.308,0.366,5.58,0.047,3.13,0.2,10.22,5.17
AMPH-1984,white,Kos,Eugenia,-246,6.742,0.338,7.05,0.031,3.12,0.489,10.09,8.25
AMPH-1985,white,Thasos,Duracina,-245,7.013,0.294,5.39,0.059,3.16,0.334,9.7,6.08
AMPH-1986,white,Chios,Eugenia,-246,7.313,0.247,7.2,0.039,3.35,0.459,10.95,6.97
AMPH-1987,white,Rhodes,Aminean,-247,7.485,0.314,6.06,0.048,3.11,0.468,13.3,9.08
AMPH-1988,white,Thasos,Eugenia,-245,7.069,0.196,5.03,0.05,3.13,0.296,10.51,8.27
AMPH-1989,white,Chios,Eugenia,-247,7.373,0.263,5.6,0.047,3.24,0.376,10.86,7.42
AMPH-1990,white,Thasos,Helvola,-246,7.217,0.219,6.0,0.046,3.26,0.49,11.14,6.15
AMPH-1991,red,Chios,Argitis,-245,8.75,0.614,1.19,0.106,3.32,0.553,13.89,5.36
AMPH-1992,white,Chios,Apian,-247,6.48,0.221,4.5,0.062,3.24,0.438,12.23,7.66
AMPH-1993,red,Rhodes,Duracina,-246,8.71,0.506,1.64,0.087,3.3,0.574,9.49,4.96
AMPH-1994,white,Chios,Argitis,-245,6.595,0.236,7.93,0.037,3.27,0.634,13.81,5.39
AMPH-1995,white,Chios,Eugenia,-246,7.442,0.368,7.54,0.046,3.23,0.634,9.75,7.47
AMPH-1996,white,Thasos,Argitis,-247,6.3,0.328,7.28,0.024,3.27,0.446,13.72,6.49
AMPH-1997,white,Thasos,Duracina,-245,6.791,0.266,6.39,0.047,3.24,0.372,9.11,6.71
AMPH-1998,white,Rhodes,Duracina,-245,5.892,0.309,6.36,0.051,3.13,0.562,10.48,5.71
AMPH-1999,red,Chios,Aminean,-247,7.983,0.48,1.14,0.101,3.4,0.734,12.03,7.36
AMPH-2000,white,Chios,Apian,-247,7.925,0.254,7.07,0.034,3.19,0.297,11.25,6.98
AMPH-2001,red,Thasos,Duracina,-246,8.963,0.552,1.51,0.079,3.29,0.553,10.0,5.64
AMPH-2002,white,Thasos,Duracina,-245,7.909,0.317,5.77,0.045,3.12,0.499,9.25,5.81
AMPH-2003,white,Kos,Duracina,-246,7.042,0.329,6.19,0.037,3.19,0.35,10.16,5.2
AMPH-2004,white,Kos,Aminean,-246,7.566,0.242,6.69,0.037,3.09,0.713,12.63,7.45
AMPH-2005,red,Rhodes,Duracina,-246,6.791,0.511,3.67,0.097,3.4,0.776,9.39,5.26
AMPH-2006,white,Chios,Apian,-245,6.776,0.244,6.65,0.056,3.29,0.408,11.98,7.2
AMPH-2007,white,Chios,Aminean,-247,6.979,0.337,5.04,0.056,3.2,0.606,12.54,7.47
AMPH-2008,red,Kos,Helvola,-247,7.925,0.479,2.44,0.087,3.31,0.452,10.93,5.04
AMPH-2009,white,Thasos,Duracina,-246,7.335,0.322,7.77,0.042,3.34,0.255,10.19,6.86
AMPH-2010,white,Rhodes,Eugenia,-246,6.542,0.306,6.47,0.042,3.18,0.544,10.72,7.56
AMPH-2011,white,Thasos,Helvola,-247,6.938,0.248,6.25,0.047,3.21,0.661,11.07,6.02
AMPH-2012,white,Kos,Duracina,-247,6.564,0.294,8.44,0.032,3.14,0.42,10.7,5.83
AMPH-2013,white,Chios,Eugenia,-245,7.145,0.241,6.56,0.027,3.34,0.638,10.52,6.95
AMPH-2014,white,Chios,Apian,-246,6.624,0.199,6.38,0.046,3.11,0.576,11.01,6.58
AMPH-2015,red,Chios,Aminean,-246,8.688,0.564,2.4,0.085,3.42,0.645,12.84,7.5
AMPH-2016,white,Rhodes,Argitis,-246,6.188,0.296,7.54,0.041,3.11,0.453,14.77,5.28
AMPH-2017,white,Kos,Aminean,-245,6.698,0.264,8.35,0.026,3.16,0.369,11.69,7.93
AMPH-2018,white,Thasos,Duracina,-245,7.36,0.27,4.83,0.052,3.19,0.63,9.76,6.81
