tree,leaf_colour,grove,parameter,replicate,value
tree_31,silver,Thornevale,nut_diameter_mm,3,21.422
tree_31,silver,Thornevale,kernel_mass_g,4,33.967
tree_31,silver,Thornevale,oil_content_pct,4,12.51
tree_31,silver,Thornevale,kernel_yield_ct,4,40.898
tree_31,silver,Thornevale,nut_quality_index,4,68.56
tree_31,silver,Thornevale,protein_pct,4,14.363
tree_31,silver,Thornevale,moisture_pct,4,8.052
tree_31,silver,Thornevale,shell_hardness,4,52.765
tree_31,silver,Thornevale,nut_diameter_mm,4,20.889
tree_32,silver,Thornevale,kernel_mass_g,1,29.214
tree_32,silver,Thornevale,oil_content_pct,1,11.695
tree_32,silver,Thornevale,kernel_yield_ct,1,40.921
tree_32,silver,Thornevale,nut_quality_index,1,70.494
tree_32,silver,Thornevale,protein_pct,1,17.24
tree_32,silver,Thornevale,moisture_pct,1,8.761
tree_32,silver,Thornevale,shell_hardness,1,53.391
tree_32,silver,Thornevale,nut_diameter_mm,1,20.226
tree_32,silver,Thornevale,kernel_mass_g,2,30.271
tree_32,silver,Thornevale,oil_content_pct,2,12.031
tree_32,silver,Thornevale,kernel_yield_ct,2,41.063
tree_32,silver,Thornevale,nut_quality_index,2,65.564
tree_32,silver,Thornevale,protein_pct,2,14.022
tree_32,silver,Thornevale,moisture_pct,2,7.656
tree_32,silver,Thornevale,shell_hardness,2,47.536
tree_32,silver,Thornevale,nut_diameter_mm,2,23.302
tree_32,silver,Thornevale,kernel_mass_g,3,34.508
tree_32,silver,Thornevale,oil_content_pct,3,12.094
tree_32,silver,Thornevale,kernel_yield_ct,3,39.477
tree_32,silver,Thornevale,nut_quality_index,3,66.341
tree_32,silver,Thornevale,protein_pct,3,14.1
tree_32,silver,Thornevale,moisture_pct,3,9.907
tree_32,silver,Thornevale,shell_hardness,3,58.079
tree_32,silver,Thornevale,nut_diameter_mm,3,23.401
tree_32,silver,Thornevale,kernel_mass_g,4,30.865
tree_32,silver,Thornevale,oil_content_pct,4,13.513
tree_32,silver,Thornevale,kernel_yield_ct,4,34.628
tree_32,silver,Thornevale,nut_quality_index,4,68.427
tree_32,silver,Thornevale,protein_pct,4,14.545
tree_32,silver,Thornevale,moisture_pct,4,7.946
tree_32,silver,Thornevale,shell_hardness,4,54.575
tree_32,silver,Thornevale,nut_diameter_mm,4,22.763
tree_33,red,Larkspur,kernel_mass_g,1,26.0
tree_33,red,Larkspur,oil_content_pct,1,14.546
tree_33,red,Larkspur,kernel_yield_ct,1,39.615
tree_33,red,Larkspur,nut_quality_index,1,72.147
tree_33,red,Larkspur,protein_pct,1,14.148
tree_33,red,Larkspur,moisture_pct,1,7.097
tree_33,red,Larkspur,shell_hardness,1,55.07
tree_33,red,Larkspur,nut_diameter_mm,1,22.033
tree_33,red,Larkspur,kernel_mass_g,2,26.429
tree_33,red,Larkspur,oil_content_pct,2,13.631
tree_33,red,Larkspur,kernel_yield_ct,2,34.786
tree_33,red,Larkspur,nut_quality_index,2,71.578
tree_33,red,Larkspur,protein_pct,2,11.323
tree_33,red,Larkspur,moisture_pct,2,6.778
tree_33,red,Larkspur,shell_hardness,2,56.598
tree_33,red,Larkspur,nut_diameter_mm,2,20.244
tree_33,red,Larkspur,kernel_mass_g,3,28.655
tree_33,red,Larkspur,oil_content_pct,3,15.306
tree_33,red,Larkspur,kernel_yield_ct,3,42.101
tree_33,red,Larkspur,nut_quality_index,3,73.152
tree_33,red,Larkspur,protein_pct,3,14.64
tree_33,red,Larkspur,moisture_pct,3,9.029
tree_33,red,Larkspur,shell_hardness,3,52.134
tree_33,red,Larkspur,nut_diameter_mm,3,23.009
tree_33,red,Larkspur,kernel_mass_g,4,28.032
tree_33,red,Larkspur,oil_content_pct,4,13.295
tree_33,red,Larkspur,kernel_yield_ct,4,42.659
tree_33,red,Larkspur,nut_quality_index,4,65.637
tree_33,red,Larkspur,protein_pct,4,14.41
tree_33,red,Larkspur,moisture_pct,4,7.255
tree_33,red,Larkspur,shell_hardness,4,54.1
tree_33,red,Larkspur,nut_diameter_mm,4,21.951
tree_34,red,Larkspur,kernel_mass_g,1,28.092
tree_34,red,Larkspur,oil_content_pct,1,14.549
tree_34,red,Larkspur,kernel_yield_ct,1,38.697
tree_34,red,Larkspur,nut_quality_index,1,68.11
tree_34,red,Larkspur,protein_pct,1,13.491
tree_34,red,Larkspur,moisture_pct,1,8.541
tree_34,red,Larkspur,shell_hardness,1,57.256
tree_34,red,Larkspur,nut_diameter_mm,1,24.567
tree_34,red,Larkspur,kernel_mass_g,2,28.356
tree_34,red,Larkspur,oil_content_pct,2,16.019
tree_34,red,Larkspur,kernel_yield_ct,2,39.686
tree_34,red,Larkspur,nut_quality_index,2,72.455
tree_34,red,Larkspur,protein_pct,2,15.475
tree_34,red,Larkspur,moisture_pct,2,7.35
tree_34,red,Larkspur,shell_hardness,2,50.691
tree_34,red,Larkspur,nut_diameter_mm,2,21.172
tree_34,red,Larkspur,kernel_mass_g,3,29.304
tree_34,red,Larkspur,oil_content_pct,3,14.495
tree_34,red,Larkspur,kernel_yield_ct,3,39.383
tree_34,red,Larkspur,nut_quality_index,3,66.815
tree_34,red,Larkspur,protein_pct,3,14.575
tree_34,red,Larkspur,moisture_pct,3,8.508
tree_34,red,Larkspur,shell_hardness,3,57.638
tree_34,red,Larkspur,nut_diameter_mm,3,19.398
tree_34,red,Larkspur,kernel_mass_g,4,25.976
tree_34,red,Larkspur,oil_content_pct,4,13.725
tree_34,red,Larkspur,kernel_yield_ct,4,37.83
tree_34,red,Larkspur,nut_quality_index,4,63.938
tree_34,red,Larkspur,protein_pct,4,15.131
tree_34,red,Larkspur,moisture_pct,4,8.9
tree_34,red,Larkspur,shell_hardness,4,48.121
tree_34,red,Larkspur,nut_diameter_mm,4,22.29
tree_35,gold,Larkspur,kernel_mass_g,1,28.234
tree_35,gold,Larkspur,oil_content_pct,1,14.767
tree_35,gold,Larkspur,kernel_yield_ct,1,41.938
tree_35,gold,Larkspur,nut_quality_index,1,74.021
tree_35,gold,Larkspur,protein_pct,1,15.034
tree_35,gold,Larkspur,moisture_pct,1,6.645
tree_35,gold,Larkspur,shell_hardness,1,51.235
tree_35,gold,Larkspur,nut_diameter_mm,1,22.839
tree_35,gold,Larkspur,kernel_mass_g,2,28.092
tree_35,gold,Larkspur,oil_content_pct,2,14.273
tree_35,gold,Larkspur,kernel_yield_ct,2,37.056
tree_35,gold,Larkspur,nut_quality_index,2,77.774
tree_35,gold,Larkspur,protein_pct,2,14.53
tree_35,gold,Larkspur,moisture_pct,2,8.7
tree_35,gold,Larkspur,shell_hardness,2,59.488
tree_35,gold,Larkspur,nut_diameter_mm,2,21.274
tree_35,gold,Larkspur,kernel_mass_g,3,28.693
tree_35,gold,Larkspur,oil_content_pct,3,12.754
tree_35,gold,Larkspur,kernel_yield_ct,3,42.216
tree_35,gold,Larkspur,nut_quality_index,3,73.649
tree_35,gold,Larkspur,protein_pct,3,13.202
tree_35,gold,Larkspur,moisture_pct,3,7.5
tree_35,gold,Larkspur,shell_hardness,3,56.49
tree_35,gold,Larkspur,nut_diameter_mm,3,20.118
tree_35,gold,Larkspur,kernel_mass_g,4,29.08
tree_35,gold,Larkspur,oil_content_pct,4,13.945
tree_35,gold,Larkspur,kernel_yield_ct,4,39.526
tree_35,gold,Larkspur,nut_quality_index,4,74.239
tree_35,gold,Larkspur,protein_pct,4,13.597
tree_35,gold,Larkspur,moisture_pct,4,7.479
tree_35,gold,Larkspur,shell_hardness,4,52.545
tree_35,gold,Larkspur,nut_diameter_mm,4,22.199
tree_36,gold,Larkspur,kernel_mass_g,1,27.318
tree_36,gold,Larkspur,oil_content_pct,1,15.56
tree_36,gold,Larkspur,kernel_yield_ct,1,37.861
tree_36,gold,Larkspur,nut_quality_index,1,67.314
tree_36,gold,Larkspur,protein_pct,1,12.656
tree_36,gold,Larkspur,moisture_pct,1,8.124
tree_36,gold,Larkspur,shell_hardness,1,49.561
tree_36,gold,Larkspur,nut_diameter_mm,1,20.785
tree_36,gold,Larkspur,kernel_mass_g,2,30.397
tree_36,gold,Larkspur,oil_content_pct,2,15.24
tree_36,gold,Larkspur,kernel_yield_ct,2,37.644
tree_36,gold,Larkspur,nut_quality_index,2,69.855
tree_36,gold,Larkspur,protein_pct,2,15.27
tree_36,gold,Larkspur,moisture_pct,2,9.104
tree_36,gold,Larkspur,shell_hardness,2,54.305
tree_36,gold,Larkspur,nut_diameter_mm,2,22.046
tree_36,gold,Larkspur,kernel_mass_g,3,31.056
tree_36,gold,Larkspur,oil_content_pct,3,14.22
tree_36,gold,Larkspur,kernel_yield_ct,3,39.029
tree_36,gold,Larkspur,nut_quality_index,3,77.303
tree_36,gold,Larkspur,protein_pct,3,13.108
tree_36,gold,Larkspur,moisture_pct,3,7.987
tree_36,gold,Larkspur,shell_hardness,3,52.433
tree_36,gold,Larkspur,nut_diameter_mm,3,24.596
tree_36,gold,Larkspur,kernel_mass_g,4,30.86
tree_36,gold,Larkspur,oil_content_pct,4,13.571
tree_36,gold,Larkspur,kernel_yield_ct,4,40.934
tree_36,gold,Larkspur,nut_quality_index,4,75.25
tree_36,gold,Larkspur,protein_pct,4,13.536
tree_36,gold,Larkspur,moisture_pct,4,8.346
tree_36,gold,Larkspur,shell_hardness,4,51.917
tree_36,gold,Larkspur,nut_diameter_mm,4,23.273
tree_37,green,Larkspur,kernel_mass_g,1,27.979
tree_37,green,Larkspur,oil_content_pct,1,14.142
tree_37,green,Larkspur,kernel_yield_ct,1,46.314
tree_37,green,Larkspur,nut_quality_index,1,79.387
tree_37,green,Larkspur,protein_pct,1,14.791
tree_37,green,Larkspur,moisture_pct,1,9.544
tree_37,green,Larkspur,shell_hardness,1,51.391
tree_37,green,Larkspur,nut_diameter_mm,1,22.667
tree_37,green,Larkspur,kernel_mass_g,2,29.83
tree_37,green,Larkspur,oil_content_pct,2,13.251
tree_37,green,Larkspur,kernel_yield_ct,2,45.549
tree_37,green,Larkspur,nut_quality_index,2,69.375
tree_37,green,Larkspur,protein_pct,2,15.57
tree_37,green,Larkspur,moisture_pct,2,7.686
tree_37,green,Larkspur,shell_hardness,2,56.01
tree_37,green,Larkspur,nut_diameter_mm,2,21.076
tree_37,green,Larkspur,kernel_mass_g,3,31.202
tree_37,green,Larkspur,oil_content_pct,3,14.521
tree_37,green,Larkspur,kernel_yield_ct,3,44.538
tree_37,green,Larkspur,nut_quality_index,3,82.177
tree_37,green,Larkspur,protein_pct,3,13.94
tree_37,green,Larkspur,moisture_pct,3,8.67
tree_37,green,Larkspur,shell_hardness,3,49.046
tree_37,green,Larkspur,nut_diameter_mm,3,21.945
tree_37,green,Larkspur,kernel_mass_g,4,27.615
tree_37,green,Larkspur,oil_content_pct,4,12.715
tree_37,green,Larkspur,kernel_yield_ct,4,44.458
tree_37,green,Larkspur,nut_quality_index,4,67.674
tree_37,green,Larkspur,protein_pct,4,15.146
tree_37,green,Larkspur,moisture_pct,4,7.076
tree_37,green,Larkspur,shell_hardness,4,60.158
tree_37,green,Larkspur,nut_diameter_mm,4,21.783
tree_38,green,Larkspur,kernel_mass_g,1,27.643
tree_38,green,Larkspur,oil_content_pct,1,12.92
tree_38,green,Larkspur,kernel_yield_ct,1,42.095
tree_38,green,Larkspur,nut_quality_index,1,80.36
tree_38,green,Larkspur,protein_pct,1,13.568
tree_38,green,Larkspur,moisture_pct,1,8.645
tree_38,green,Larkspur,shell_hardness,1,53.083
tree_38,green,Larkspur,nut_diameter_mm,1,23.159
tree_38,green,Larkspur,kernel_mass_g,2,29.408
tree_38,green,Larkspur,oil_content_pct,2,14.037
tree_38,green,Larkspur,kernel_yield_ct,2,42.581
tree_38,green,Larkspur,nut_quality_index,2,81.289
tree_38,green,Larkspur,protein_pct,2,14.825
tree_38,green,Larkspur,moisture_pct,2,8.237
tree_38,green,Larkspur,shell_hardness,2,61.425
tree_38,green,Larkspur,nut_diameter_mm,2,21.088
tree_38,green,Larkspur,kernel_mass_g,3,30.903
tree_38,green,Larkspur,oil_content_pct,3,14.727
tree_38,green,Larkspur,kernel_yield_ct,3,41.949
tree_38,green,Larkspur,nut_quality_index,3,81.42
tree_38,green,Larkspur,protein_pct,3,13.154
tree_38,green,Larkspur,moisture_pct,3,8.108
tree_38,green,Larkspur,shell_hardness,3,59.424
tree_38,green,Larkspur,nut_diameter_mm,3,23.092
tree_38,green,Larkspur,kernel_mass_g,4,27.691
tree_38,green,Larkspur,oil_content_pct,4,15.873
tree_38,green,Larkspur,kernel_yield_ct,4,40.222
tree_38,green,Larkspur,nut_quality_index,4,74.052
tree_38,green,Larkspur,protein_pct,4,14.077
tree_38,green,Larkspur,moisture_pct,4,8.69
tree_38,green,Larkspur,shell_hardness,4,52.205
tree_38,green,Larkspur,nut_diameter_mm,4,23.597
tree_39,silver,Larkspur,kernel_mass_g,1,28.684
tree_39,silver,Larkspur,oil_content_pct,1,12.17
tree_39,silver,Larkspur,kernel_yield_ct,1,41.344
tree_39,silver,Larkspur,nut_quality_index,1,67.022
tree_39,silver,Larkspur,protein_pct,1,12.546
tree_39,silver,Larkspur,moisture_pct,1,8.307
tree_39,silver,Larkspur,shell_hardness,1,49.732
tree_39,silver,Larkspur,nut_diameter_mm,1,21.081
tree_39,silver,Larkspur,kernel_mass_g,2,26.897
tree_39,silver,Larkspur,oil_content_pct,2,13.547
tree_39,silver,Larkspur,kernel_yield_ct,2,40.58
tree_39,silver,Larkspur,nut_quality_index,2,65.254
tree_39,silver,Larkspur,protein_pct,2,14.673
tree_39,silver,Larkspur,moisture_pct,2,8.084
tree_39,silver,Larkspur,shell_hardness,2,61.348
tree_39,silver,Larkspur,nut_diameter_mm,2,20.943
tree_39,silver,Larkspur,kernel_mass_g,3,30.594
tree_39,silver,Larkspur,oil_content_pct,3,13.168
tree_39,silver,Larkspur,kernel_yield_ct,3,37.758
tree_39,silver,Larkspur,nut_quality_index,3,63.813
tree_39,silver,Larkspur,protein_pct,3,14.311
tree_39,silver,Larkspur,moisture_pct,3,7.672
tree_39,silver,Larkspur,shell_hardness,3,52.435
tree_39,silver,Larkspur,nut_diameter_mm,3,20.494
tree_39,silver,Larkspur,kernel_mass_g,4,28.396
tree_39,silver,Larkspur,oil_content_pct,4,14.674
tree_39,silver,Larkspur,kernel_yield_ct,4,39.629
tree_39,silver,Larkspur,nut_quality_index,4,68.233
tree_39,silver,Larkspur,protein_pct,4,15.992
tree_39,silver,Larkspur,moisture_pct,4,9.682
tree_39,silver,Larkspur,shell_hardness,4,50.157
tree_39,silver,Larkspur,nut_diameter_mm,4,23.262
tree_40,silver,Larkspur,kernel_mass_g,1,28.341
tree_40,silver,Larkspur,oil_content_pct,1,11.853
tree_40,silver,Larkspur,kernel_yield_ct,1,36.043
tree_40,silver,Larkspur,nut_quality_index,1,64.364
tree_40,silver,Larkspur,protein_pct,1,12.466
tree_40,silver,Larkspur,moisture_pct,1,7.14
tree_40,silver,Larkspur,shell_hardness,1,56.89
tree_40,silver,Larkspur,nut_diameter_mm,1,21.275
tree_40,silver,Larkspur,kernel_mass_g,2,28.669
tree_40,silver,Larkspur,oil_content_pct,2,14.386
tree_40,silver,Larkspur,kernel_yield_ct,2,43.622
tree_40,silver,Larkspur,nut_quality_index,2,70.3
tree_40,silver,Larkspur,protein_pct,2,13.932
tree_40,silver,Larkspur,moisture_pct,2,9.362
tree_40,silver,Larkspur,shell_hardness,2,49.108
tree_40,silver,Larkspur,nut_diameter_mm,2,22.176
tree_40,silver,Larkspur,kernel_mass_g,3,24.343
tree_40,silver,Larkspur,oil_content_pct,3,14.263
tree_40,silver,Larkspur,kernel_yield_ct,3,38.294
tree_40,silver,Larkspur,nut_quality_index,3,69.998
tree_40,silver,Larkspur,protein_pct,3,12.764
tree_40,silver,Larkspur,moisture_pct,3,7.321
tree_40,silver,Larkspur,shell_hardness,3,55.212
tree_40,silver,Larkspur,nut_diameter_mm,3,21.263
tree_40,silver,Larkspur,kernel_mass_g,4,28.292
tree_40,silver,Larkspur,oil_content_pct,4,12.722
tree_40,silver,Larkspur,kernel_yield_ct,4,39.245
tree_40,silver,Larkspur,nut_quality_index,4,67.757
tree_40,silver,Larkspur,protein_pct,4,14.296
tree_40,silver,Larkspur,moisture_pct,4,8.402
tree_40,silver,Larkspur,shell_hardness,4,55.06
tree_40,silver,Larkspur,nut_diameter_mm,4,22.241
tree_41,red,Emberfen,kernel_mass_g,1,29.787
tree_41,red,Emberfen,oil_content_pct,1,10.571
tree_41,red,Emberfen,kernel_yield_ct,1,38.779
tree_41,red,Emberfen,nut_quality_index,1,65.085
tree_41,red,Emberfen,protein_pct,1,12.013
tree_41,red,Emberfen,moisture_pct,1,8.3
tree_41,red,Emberfen,shell_hardness,1,51.766
tree_41,red,Emberfen,nut_diameter_mm,1,22.328
tree_41,red,Emberfen,kernel_mass_g,2,28.582
tree_41,red,Emberfen,oil_content_pct,2,9.728
tree_41,red,Emberfen,kernel_yield_ct,2,42.39
tree_41,red,Emberfen,nut_quality_index,2,72.712
tree_41,red,Emberfen,protein_pct,2,15.218
tree_41,red,Emberfen,moisture_pct,2,7.977
tree_41,red,Emberfen,shell_hardness,2,60.083
tree_41,red,Emberfen,nut_diameter_mm,2,21.353
tree_41,red,Emberfen,kernel_mass_g,3,29.309
tree_41,red,Emberfen,oil_content_pct,3,10.113
tree_41,red,Emberfen,kernel_yield_ct,3,39.119
tree_41,red,Emberfen,nut_quality_index,3,63.381
tree_41,red,Emberfen,protein_pct,3,14.878
tree_41,red,Emberfen,moisture_pct,3,7.383
tree_41,red,Emberfen,shell_hardness,3,50.26
tree_41,red,Emberfen,nut_diameter_mm,3,22.075
tree_41,red,Emberfen,kernel_mass_g,4,29.189
tree_41,red,Emberfen,oil_content_pct,4,9.265
tree_41,red,Emberfen,kernel_yield_ct,4,36.684
tree_41,red,Emberfen,nut_quality_index,4,67.831
tree_41,red,Emberfen,protein_pct,4,14.879
tree_41,red,Emberfen,moisture_pct,4,8.71
tree_41,red,Emberfen,shell_hardness,4,59.402
tree_41,red,Emberfen,nut_diameter_mm,4,21.682
tree_42,red,Emberfen,kernel_mass_g,1,29.636
tree_42,red,Emberfen,oil_content_pct,1,10.39
tree_42,red,Emberfen,kernel_yield_ct,1,38.362
tree_42,red,Emberfen,nut_quality_index,1,68.965
tree_42,red,Emberfen,protein_pct,1,12.93
tree_42,red,Emberfen,moisture_pct,1,7.112
tree_42,red,Emberfen,shell_hardness,1,56.778
tree_42,red,Emberfen,nut_diameter_mm,1,21.837
tree_42,red,Emberfen,kernel_mass_g,2,27.208
tree_42,red,Emberfen,oil_content_pct,2,7.81
tree_42,red,Emberfen,kernel_yield_ct,2,37.439
tree_42,red,Emberfen,nut_quality_index,2,71.859
tree_42,red,Emberfen,protein_pct,2,15.496
tree_42,red,Emberfen,moisture_pct,2,8.891
tree_42,red,Emberfen,shell_hardness,2,60.051
tree_42,red,Emberfen,nut_diameter_mm,2,19.924
tree_42,red,Emberfen,kernel_mass_g,3,28.411
tree_42,red,Emberfen,oil_content_pct,3,10.639
tree_42,red,Emberfen,kernel_yield_ct,3,40.044
tree_42,red,Emberfen,nut_quality_index,3,69.308
tree_42,red,Emberfen,protein_pct,3,15.86
tree_42,red,Emberfen,moisture_pct,3,7.564
tree_42,red,Emberfen,shell_hardness,3,58.716
tree_42,red,Emberfen,nut_diameter_mm,3,22.883
tree_42,red,Emberfen,kernel_mass_g,4,28.773
tree_42,red,Emberfen,oil_content_pct,4,10.733
tree_42,red,Emberfen,kernel_yield_ct,4,37.605
tree_42,red,Emberfen,nut_quality_index,4,67.878
tree_42,red,Emberfen,protein_pct,4,11.88
tree_42,red,Emberfen,moisture_pct,4,8.024
tree_42,red,Emberfen,shell_hardness,4,50.649
tree_42,red,Emberfen,nut_diameter_mm,4,21.914
tree_43,gold,Emberfen,kernel_mass_g,1,27.868
tree_43,gold,Emberfen,oil_content_pct,1,8.995
tree_43,gold,Emberfen,kernel_yield_ct,1,43.385
tree_43,gold,Emberfen,nut_quality_index,1,73.588
tree_43,gold,Emberfen,protein_pct,1,12.771
tree_43,gold,Emberfen,moisture_pct,1,9.236
tree_43,gold,Emberfen,shell_hardness,1,58.67
tree_43,gold,Emberfen,nut_diameter_mm,1,21.949
tree_43,gold,Emberfen,kernel_mass_g,2,29.646
tree_43,gold,Emberfen,oil_content_pct,2,9.05
tree_43,gold,Emberfen,kernel_yield_ct,2,45.649
tree_43,gold,Emberfen,nut_quality_index,2,74.73
tree_43,gold,Emberfen,protein_pct,2,12.61
tree_43,gold,Emberfen,moisture_pct,2,8.743
tree_43,gold,Emberfen,shell_hardness,2,56.232
tree_43,gold,Emberfen,nut_diameter_mm,2,23.883
tree_43,gold,Emberfen,kernel_mass_g,3,31.193
tree_43,gold,Emberfen,oil_content_pct,3,9.939
tree_43,gold,Emberfen,kernel_yield_ct,3,39.005
tree_43,gold,Emberfen,nut_quality_index,3,77.999
tree_43,gold,Emberfen,protein_pct,3,14.241
tree_43,gold,Emberfen,moisture_pct,3,7.679
tree_43,gold,Emberfen,shell_hardness,3,56.823
tree_43,gold,Emberfen,nut_diameter_mm,3,22.707
tree_43,gold,Emberfen,kernel_mass_g,4,30.045
tree_43,gold,Emberfen,oil_content_pct,4,9.815
tree_43,gold,Emberfen,kernel_yield_ct,4,41.798
tree_43,gold,Emberfen,nut_quality_index,4,77.191
tree_43,gold,Emberfen,protein_pct,4,16.196
tree_43,gold,Emberfen,moisture_pct,4,6.723
tree_43,gold,Emberfen,shell_hardness,4,60.843
tree_43,gold,Emberfen,nut_diameter_mm,4,22.208
tree_44,gold,Emberfen,kernel_mass_g,1,28.992
tree_44,gold,Emberfen,oil_content_pct,1,9.955
tree_44,gold,Emberfen,kernel_yield_ct,1,36.035
tree_44,gold,Emberfen,nut_quality_index,1,77.472
tree_44,gold,Emberfen,protein_pct,1,15.272
tree_44,gold,Emberfen,moisture_pct,1,6.424
tree_44,gold,Emberfen,shell_hardness,1,54.954
tree_44,gold,Emberfen,nut_diameter_mm,1,21.634
tree_44,gold,Emberfen,kernel_mass_g,2,25.573
tree_44,gold,Emberfen,oil_content_pct,2,10.367
tree_44,gold,Emberfen,kernel_yield_ct,2,42.151
tree_44,gold,Emberfen,nut_quality_index,2,69.751
tree_44,gold,Emberfen,protein_pct,2,16.907
tree_44,gold,Emberfen,moisture_pct,2,8.673
tree_44,gold,Emberfen,shell_hardness,2,58.534
tree_44,gold,Emberfen,nut_diameter_mm,2,22.924
tree_44,gold,Emberfen,kernel_mass_g,3,28.068
tree_44,gold,Emberfen,oil_content_pct,3,9.41
tree_44,gold,Emberfen,kernel_yield_ct,3,40.032
tree_44,gold,Emberfen,nut_quality_index,3,71.826
tree_44,gold,Emberfen,protein_pct,3,12.697
tree_44,gold,Emberfen,moisture_pct,3,8.68
tree_44,gold,Emberfen,shell_hardness,3,59.508
tree_44,gold,Emberfen,nut_diameter_mm,3,21.986
tree_44,gold,Emberfen,kernel_mass_g,4,28.72
tree_44,gold,Emberfen,oil_content_pct,4,12.734
tree_44,gold,Emberfen,kernel_yield_ct,4,41.679
tree_44,gold,Emberfen,nut_quality_index,4,75.151
tree_44,gold,Emberfen,protein_pct,4,13.78
tree_44,gold,Emberfen,moisture_pct,4,7.276
tree_44,gold,Emberfen,shell_hardness,4,55.881
tree_44,gold,Emberfen,nut_diameter_mm,4,20.741
tree_45,green,Emberfen,kernel_mass_g,1,27.997
tree_45,green,Emberfen,oil_content_pct,1,9.918
tree_45,green,Emberfen,kernel_yield_ct,1,40.612
tree_45,green,Emberfen,nut_quality_index,1,79.463
tree_45,green,Emberfen,protein_pct,1,14.964
tree_45,green,Emberfen,moisture_pct,1,9.01
tree_45,green,Emberfen,shell_hardness,1,59.743
tree_45,green,Emberfen,nut_diameter_mm,1,19.497
tree_45,green,Emberfen,kernel_mass_g,2,32.005
tree_45,green,Emberfen,oil_content_pct,2,11.059
tree_45,green,Emberfen,kernel_yield_ct,2,44.235
tree_45,green,Emberfen,nut_quality_index,2,75.619
tree_45,green,Emberfen,protein_pct,2,15.298
tree_45,green,Emberfen,moisture_pct,2,10.399
tree_45,green,Emberfen,shell_hardness,2,49.036
tree_45,green,Emberfen,nut_diameter_mm,2,21.186
tree_45,green,Emberfen,kernel_mass_g,3,27.264
tree_45,green,Emberfen,oil_content_pct,3,10.592
tree_45,green,Emberfen,kernel_yield_ct,3,42.586
tree_45,green,Emberfen,nut_quality_index,3,74.553
tree_45,green,Emberfen,protein_pct,3,13.515
tree_45,green,Emberfen,moisture_pct,3,8.596
tree_45,green,Emberfen,shell_hardness,3,50.314
tree_45,green,Emberfen,nut_diameter_mm,3,21.182
tree_45,green,Emberfen,kernel_mass_g,4,29.289
tree_45,green,Emberfen,oil_content_pct,4,9.443
tree_45,green,Emberfen,kernel_yield_ct,4,42.114
tree_45,green,Emberfen,nut_quality_index,4,76.571
tree_45,green,Emberfen,protein_pct,4,16.416
tree_45,green,Emberfen,moisture_pct,4,8.183
tree_45,green,Emberfen,shell_hardness,4,43.661
tree_45,green,Emberfen,nut_diameter_mm,4,22.775
tree_46,green,Emberfen,kernel_mass_g,1,26.217
tree_46,green,Emberfen,oil_content_pct,1,36.016
tree_46,green,Emberfen,kernel_yield_ct,1,39.728
tree_46,green,Emberfen,nut_quality_index,1,76.311
tree_46,green,Emberfen,protein_pct,1,13.257
tree_46,green,Emberfen,moisture_pct,1,7.768
tree_46,green,Emberfen,shell_hardness,1,51.558
tree_46,green,Emberfen,nut_diameter_mm,1,21.564
tree_46,green,Emberfen,kernel_mass_g,2,29.573
tree_46,green,Emberfen,oil_content_pct,2,37.799
tree_46,green,Emberfen,kernel_yield_ct,2,42.895
tree_46,green,Emberfen,nut_quality_index,2,79.492
tree_46,green,Emberfen,protein_pct,2,13.708
tree_46,green,Emberfen,moisture_pct,2,7.831
tree_46,green,Emberfen,shell_hardness,2,55.076
tree_46,green,Emberfen,nut_diameter_mm,2,22.954
tree_46,green,Emberfen,kernel_mass_g,3,30.459
tree_46,green,Emberfen,oil_content_pct,3,36.314
tree_46,green,Emberfen,kernel_yield_ct,3,46.533
tree_46,green,Emberfen,nut_quality_index,3,77.45
tree_46,green,Emberfen,protein_pct,3,14.396
tree_46,green,Emberfen,moisture_pct,3,8.017
tree_46,green,Emberfen,shell_hardness,3,49.63
tree_46,green,Emberfen,nut_diameter_mm,3,22.5
tree_46,green,Emberfen,kernel_mass_g,4,29.446
tree_46,green,Emberfen,oil_content_pct,4,37.255
tree_46,green,Emberfen,kernel_yield_ct,4,42.463
tree_46,green,Emberfen,nut_quality_index,4,76.224
tree_46,green,Emberfen,protein_pct,4,13.672
tree_46,green,Emberfen,moisture_pct,4,7.523
tree_46,green,Emberfen,shell_hardness,4,55.9
tree_46,green,Emberfen,nut_diameter_mm,4,24.038
tree_47,silver,Emberfen,kernel_mass_g,1,28.329
tree_47,silver,Emberfen,oil_content_pct,1,38.585
tree_47,silver,Emberfen,kernel_yield_ct,1,40.843
tree_47,silver,Emberfen,nut_quality_index,1,65.872
tree_47,silver,Emberfen,protein_pct,1,14.496
tree_47,silver,Emberfen,moisture_pct,1,6.813
tree_47,silver,Emberfen,shell_hardness,1,56.03
tree_47,silver,Emberfen,nut_diameter_mm,1,22.998
tree_47,silver,Emberfen,kernel_mass_g,2,28.754
tree_47,silver,Emberfen,oil_content_pct,2,38.131
tree_47,silver,Emberfen,kernel_yield_ct,2,38.064
tree_47,silver,Emberfen,nut_quality_index,2,60.896
tree_47,silver,Emberfen,protein_pct,2,12.917
tree_47,silver,Emberfen,moisture_pct,2,8.873
tree_47,silver,Emberfen,shell_hardness,2,60.834
tree_47,silver,Emberfen,nut_diameter_mm,2,21.609
