lichen_isolate,gene_id,expression,expression_normalized
S038,XAN_1983,141.3,0.806213
S039,XAN_1983,139.7,-1.26462
S040,XAN_1983,141.2,0.471789
S041,XAN_1983,141,0.668125
S042,XAN_1983,142.3,2.015332
S043,XAN_1983,141.4,0.081543
S044,XAN_1983,140.4,-0.708543
S045,XAN_1983,140.6,-1.245541
S046,XAN_1983,143.6,1.528812
S047,XAN_1983,140.4,0.047746
S048,XAN_1983,140.1,-0.863583
S049,XAN_1983,141.1,0.194153
S050,XAN_1983,140.7,-0.201095
S051,XAN_1983,141,0.53641
S052,XAN_1983,140.4,0.109115
S053,XAN_1983,140.5,0.569324
S054,XAN_1983,140.1,-0.769426
S055,XAN_1983,141.2,0.885753
S056,XAN_1983,140.4,-0.516417
S057,XAN_1983,139.7,-1.78866
S058,XAN_1983,141.6,0.302111
S059,XAN_1983,141.2,-0.385965
S060,XAN_1983,140.1,-1.24983
S061,XAN_1983,140.7,0.197118
S062,XAN_1983,141.9,0.658906
S063,XAN_1983,139.8,-0.839948
S064,XAN_1983,141.6,0.974922
S065,XAN_1983,141.6,0.594401
S066,XAN_1983,138.4,-1.604184
S067,XAN_1983,141.2,-0.581154
S068,XAN_1983,140.6,-0.232589
S069,XAN_1983,140.8,-0.530151
S070,XAN_1983,142.4,1.777059
S071,XAN_1983,140.8,-0.048837
S072,XAN_1983,140.9,-0.052909
S073,XAN_1983,141.4,0.768475
S074,XAN_1983,140.5,-0.391316
S075,XAN_1983,140.2,-0.268685
S076,XAN_1983,140.7,-0.421491
S077,XAN_1983,140.3,-0.069195
S078,XAN_1983,141.4,0.461403
S079,XAN_1983,138.7,-1.630676
S080,XAN_1983,141.8,0.26497
S081,XAN_1983,140,-0.552336
S082,XAN_1983,140.2,-1.103148
S083,XAN_1983,141.5,0.691272
S084,XAN_1983,142.4,0.845802
S085,XAN_1983,140.7,-0.809822
S086,XAN_1983,141.6,0.447779
S087,XAN_1983,141.9,0.52683
S088,XAN_1983,140.1,-0.967492
S089,XAN_1983,140.8,-0.266926
S090,XAN_1983,142.5,0.7676
S091,XAN_1983,140.2,-0.669179
S092,XAN_1983,142.4,0.783961
S093,XAN_1983,142.6,1.675196
S094,XAN_1983,142.9,0.753146
S095,XAN_1983,140.3,-0.854522
S096,XAN_1983,139.5,-1.798466
S097,XAN_1983,140.6,0.029751
S098,XAN_1983,140.1,-0.500354
S099,XAN_1983,140.1,-0.512365
S100,XAN_1983,141.7,0.726023
S101,XAN_1983,139.5,-1.929016
S102,XAN_1983,140.6,-0.166038
S103,XAN_1983,141.2,-0.078193
S104,XAN_1983,138.2,-1.546474
S105,XAN_1983,140.9,-0.156466
S106,XAN_1983,141.5,0.078452
S107,XAN_1983,142.1,1.420151
S108,XAN_1983,142.4,0.719274
S109,XAN_1983,143.4,1.870904
S110,XAN_1983,140.4,-0.507612
S111,XAN_1983,140.6,-0.933446
S112,XAN_1983,141.3,0.60978
S113,XAN_1983,140.7,-1.069064
S114,XAN_1983,140.5,-0.491491
S115,XAN_1983,143.2,1.606589
S116,XAN_1983,142.7,1.268364
S117,XAN_1983,142.2,0.258858
S118,XAN_1983,141.7,0.553281
S119,XAN_1983,141.8,0.059605
S120,XAN_1983,139.8,-1.486823
S121,XAN_1983,143,1.270268
S122,XAN_1983,140.2,-0.930023
S123,XAN_1983,140.5,-0.01813
S124,XAN_1983,139.7,-0.953067
S125,XAN_1983,141.4,0.035302
S126,XAN_1983,140.2,-0.660614
S127,XAN_1983,140.8,-0.419109
S128,XAN_1983,139.9,-0.595497
S129,XAN_1983,141.9,1.397554
S130,XAN_1983,141.6,1.8901809999999999
S131,XAN_1983,141,0.411175
S132,XAN_1983,140.5,-0.112498
S133,XAN_1983,142,1.023811
S134,XAN_1983,139.8,-1.052565
S135,XAN_1983,142.4,0.722265
S136,XAN_1983,139.5,-1.780491
S137,XAN_1983,141.6,0.220623
S138,XAN_1983,139.9,-1.100017
S139,XAN_1983,140.5,-0.430168
S140,XAN_1983,140.7,-0.400867
S141,XAN_1983,141,-0.126255
S142,XAN_1983,141,0.159482
S143,XAN_1983,141.6,0.591057
S144,XAN_1983,138.8,-1.492207
S145,XAN_1983,140.6,-0.118631
S146,XAN_1983,139.6,-0.962904
S147,XAN_1983,141.5,0.824897
S148,XAN_1983,141.2,0.501204
S149,XAN_1983,139.3,-1.819882
S150,XAN_1983,140.9,0.040613
S151,XAN_1983,141.4,-0.209832
S152,XAN_1983,140.6,-0.434541
S153,XAN_1983,141.5,0.905181
S154,XAN_1983,142.8,0.817926
S155,XAN_1983,143.2,1.797637
S156,XAN_1983,140.3,-1.031274
S157,XAN_1983,142.7,1.356138
S158,XAN_1983,142,0.478437
S159,XAN_1983,140.6,-0.167456
S160,XAN_1983,141.3,0.534708
S161,XAN_1983,140.2,-0.893054
S162,XAN_1983,142.4,1.009637
S163,XAN_1983,140.3,-0.734517
S164,XAN_1983,140.9,0.591476
S165,XAN_1983,140,-0.807087
S166,XAN_1983,142.2,0.945066
S167,XAN_1983,141.1,0.480922
S168,XAN_1983,140.5,-1.156417
S169,XAN_1983,141,0.407734
S170,XAN_1983,142.2,1.037984
S171,XAN_1983,138.8,-1.61823
S172,XAN_1983,139.9,-1.279609
S173,XAN_1983,140,-0.155652
S174,XAN_1983,141,0.288238
S175,XAN_1983,141.7,1.040392
S176,XAN_1983,141.6,1.477988
S177,XAN_1983,139.2,-1.387763
S178,XAN_1983,141.2,-0.109703
S179,XAN_1983,140.2,-0.484904
S180,XAN_1983,142,1.716104
S181,XAN_1983,141.2,0.321236
S182,XAN_1983,140.8,-0.118986
S183,XAN_1983,139.8,-1.08322
S184,XAN_1983,140,-0.866841
S185,XAN_1983,142.3,0.850407
S186,XAN_1983,140.9,0.294177
S187,XAN_1983,140.1,-1.2920180000000001
S188,XAN_1983,141.7,0.033159
S189,XAN_1983,141.2,-0.19777
S190,XAN_1983,141.1,0.05031
S191,XAN_1983,140,-1.531995
S192,XAN_1983,142.2,1.013058
S193,XAN_1983,139.9,-1.821568
S194,XAN_1983,143.3,0.966602
S195,XAN_1983,141.6,0.43378
S196,XAN_1983,142,1.740663
S197,XAN_1983,141.5,0.611799
S198,XAN_1983,142,0.552647
S199,XAN_1983,140.5,-0.623811
S200,XAN_1983,141.3,0.275619
S001,XAN_2177,303.6,0.164556
S002,XAN_2177,304.6,0.416242
S003,XAN_2177,304,-0.210901
S004,XAN_2177,303.9,0.148969
S005,XAN_2177,303.9,0.540334
S006,XAN_2177,302.5,-1.293223
S007,XAN_2177,303,-1.140079
S008,XAN_2177,303.2,-1.70982
S009,XAN_2177,302.9,-0.86347
S010,XAN_2177,304.6,0.934672
S011,XAN_2177,305,1.03849
S012,XAN_2177,304.9,0.986216
S013,XAN_2177,303.5,0.197612
S014,XAN_2177,303,-1.422482
S015,XAN_2177,303.5,-0.304808
S016,XAN_2177,304.4,0.516269
S017,XAN_2177,303.2,-0.675404
S018,XAN_2177,304,-0.285018
S019,XAN_2177,304.2,0.257027
S020,XAN_2177,303.5,-0.697372
S021,XAN_2177,301.7,-2.092129
S022,XAN_2177,304.9,0.780315
S023,XAN_2177,304.1,0.596115
S024,XAN_2177,303.8,-0.166645
S025,XAN_2177,303.5,-1.163295
S026,XAN_2177,303.6,-0.250385
S027,XAN_2177,303.1,-0.70046
S028,XAN_2177,303.6,-1.38949
S029,XAN_2177,303.4,-0.713385
S030,XAN_2177,305.5,1.359556
S031,XAN_2177,304.1,0.409228
S032,XAN_2177,304.6,1.209771
S033,XAN_2177,303.4,-0.145731
S034,XAN_2177,304.3,1.131494
S035,XAN_2177,302.8,-1.041224
S036,XAN_2177,304.6,0.519827
S037,XAN_2177,304.9,1.004317
S038,XAN_2177,301.7,-1.582291
S039,XAN_2177,303.5,-0.051184
S040,XAN_2177,304.1,0.421639
S041,XAN_2177,303.8,0.392457
S042,XAN_2177,302,-1.472551
S043,XAN_2177,304.7,0.465327
S044,XAN_2177,302.6,-1.527414
S045,XAN_2177,305.7,1.237156
S046,XAN_2177,304.8,-0.017954
S047,XAN_2177,303.4,0.085698
S048,XAN_2177,303.1,-0.806884
S049,XAN_2177,304.6,0.855112
S050,XAN_2177,305.3,2.390397
S051,XAN_2177,302.6,-1.232983
S052,XAN_2177,303,-0.636324
S053,XAN_2177,302.8,-0.810812
S054,XAN_2177,305,1.147608
S055,XAN_2177,303.4,-0.106197
S056,XAN_2177,302.8,-1.089177
S057,XAN_2177,304.5,0.827388
S058,XAN_2177,304.7,0.51077
S059,XAN_2177,304.7,0.487897
S060,XAN_2177,304.7,1.991949
S061,XAN_2177,302.2,-2.051862
S062,XAN_2177,302.7,-1.670475
S063,XAN_2177,303.6,0.452277
S064,XAN_2177,304.4,0.771813
S065,XAN_2177,304.5,0.560373
S066,XAN_2177,303.7,0.773839
S067,XAN_2177,303.8,-1.145718
S068,XAN_2177,304.1,0.644749
S069,XAN_2177,305.3,1.395837
S070,XAN_2177,304.2,-0.018681
S071,XAN_2177,302.3,-1.964793
S072,XAN_2177,304.7,1.1055
S073,XAN_2177,304,0.323434
S074,XAN_2177,303.6,-0.219023
S075,XAN_2177,303.3,-0.122882
S076,XAN_2177,305.1,1.019712
S077,XAN_2177,303.5,0.130063
S078,XAN_2177,304.3,0.407293
S079,XAN_2177,304.4,1.370103
S080,XAN_2177,303.7,-0.827937
S081,XAN_2177,303,-0.5268
S082,XAN_2177,305.7,1.274715
S083,XAN_2177,302.7,-0.931549
S084,XAN_2177,305,0.519458
S085,XAN_2177,303.2,-1.540696
S086,XAN_2177,303.7,-0.327964
S087,XAN_2177,303.2,-0.825665
S088,XAN_2177,304.3,0.500488
S089,XAN_2177,303.7,-0.317737
S090,XAN_2177,306.1,1.383188
S091,XAN_2177,303.6,-0.175792
S092,XAN_2177,303.3,-1.045079
S093,XAN_2177,303.5,-1.256164
S094,XAN_2177,304.4,-0.439795
S095,XAN_2177,303.4,-0.687573
S096,XAN_2177,305.1,1.668264
S097,XAN_2177,302.4,-0.89058
S098,XAN_2177,303.9,0.430761
S099,XAN_2177,304.5,1.576483
S100,XAN_2177,303.7,-0.464537
S101,XAN_2177,304.1,-0.163496
S102,XAN_2177,302.7,-1.527558
S103,XAN_2177,303.9,-0.563159
S104,XAN_2177,303.7,0.409346
S105,XAN_2177,304.6,0.828102
S106,XAN_2177,303.7,-1.025252
S107,XAN_2177,304,0.082162
S108,XAN_2177,304.6,-0.08039
S109,XAN_2177,302.2,-2.058262
S110,XAN_2177,305.7,2.216939
S111,XAN_2177,305.7,1.308083
S112,XAN_2177,303.8,-0.168951
S113,XAN_2177,304.3,0.033435
S114,XAN_2177,303.2,-0.761814
S115,XAN_2177,302.4,-2.032608
S116,XAN_2177,303.1,-1.222621
S117,XAN_2177,303.9,-1.229494
S118,XAN_2177,304.3,0.001245
S119,XAN_2177,305.4,0.817708
S120,XAN_2177,305,1.108087
S121,XAN_2177,303.4,-0.787518
S122,XAN_2177,304.5,0.811781
S123,XAN_2177,304.7,1.410664
S124,XAN_2177,304.6,1.309381
S125,XAN_2177,304.4,0.091771
S126,XAN_2177,305.7,1.92329
S127,XAN_2177,305,1.376995
S128,XAN_2177,305.5,1.050621
S129,XAN_2177,304.1,0.47991
S130,XAN_2177,303.6,0.343109
S131,XAN_2177,303.5,-0.330898
S132,XAN_2177,303,-0.732318
S133,XAN_2177,302.4,-1.470437
S134,XAN_2177,304.2,0.274329
S135,XAN_2177,304.3,-0.468674
S136,XAN_2177,303.7,-0.085199
S137,XAN_2177,303,-1.150326
S138,XAN_2177,305.5,1.329154
S139,XAN_2177,304.5,1.073153
S140,XAN_2177,304.4,0.545649
S141,XAN_2177,305.5,1.373254
S142,XAN_2177,303.6,-0.528064
S143,XAN_2177,302.8,-0.922371
S144,XAN_2177,304.8,1.214524
S145,XAN_2177,304.2,0.873543
S146,XAN_2177,304.3,0.794203
S147,XAN_2177,302.7,-0.788485
S148,XAN_2177,302.7,-0.984816
S149,XAN_2177,305,0.690899
S150,XAN_2177,304,0.228569
S151,XAN_2177,304.4,-0.092962
S152,XAN_2177,305.3,1.223279
S153,XAN_2177,303.9,0.008237
S154,XAN_2177,302.2,-1.625829
S155,XAN_2177,304.9,0.545574
S156,XAN_2177,302.6,-1.940109
S157,XAN_2177,304.9,-0.213766
S158,XAN_2177,302.8,-1.155992
S159,XAN_2177,302.3,-2.115204
S160,XAN_2177,304.3,0.642612
S161,XAN_2177,305.2,1.254645
S162,XAN_2177,304.4,0.180219
S163,XAN_2177,303.4,-0.453927
S164,XAN_2177,302.8,-0.839486
S165,XAN_2177,303.6,-0.154988
S166,XAN_2177,304.9,0.740982
S167,XAN_2177,304.6,1.123559
S168,XAN_2177,304.9,1.260439
S169,XAN_2177,303.5,-0.072975
S170,XAN_2177,305.3,1.295304
S171,XAN_2177,301.8,-1.620075
S172,XAN_2177,304.1,0.486982
S173,XAN_2177,302.7,-0.414889
S174,XAN_2177,304.3,0.504296
S175,XAN_2177,303.7,-0.572042
S176,XAN_2177,303.5,-0.421934
S177,XAN_2177,304.4,0.642514
S178,XAN_2177,304,-0.27529
S179,XAN_2177,305.2,2.105442
S180,XAN_2177,304.5,1.048485
S181,XAN_2177,303.6,-0.496365
S182,XAN_2177,302.6,-1.541048
S183,XAN_2177,303.7,0.157306
S184,XAN_2177,303.9,0.030716
S185,XAN_2177,302.6,-1.635001
S186,XAN_2177,302.6,-1.322271
S187,XAN_2177,305.7,0.92317
S188,XAN_2177,305.4,0.503585
S189,XAN_2177,305.6,1.029012
S190,XAN_2177,303.5,-0.519153
S191,XAN_2177,305.2,1.506255
S192,XAN_2177,302.9,-1.367885
S193,XAN_2177,304.3,1.200223
S194,XAN_2177,305.1,0.156648
S195,XAN_2177,304.1,-0.217347
S196,XAN_2177,301.8,-2.031077
S197,XAN_2177,304.4,0.585437
S198,XAN_2177,305.3,0.897155
S199,XAN_2177,305.4,1.369901
S200,XAN_2177,303.5,-0.49675
S001,XAN_2242,253.9,1.202148
S002,XAN_2242,253.8,0.159263
S003,XAN_2242,253.7,0.181808
S004,XAN_2242,253.6,0.518215
S005,XAN_2242,254.2,1.612574
S006,XAN_2242,252.6,-0.582299
S007,XAN_2242,251.5,-2.092505
S008,XAN_2242,253.1,-1.032368
S009,XAN_2242,252.4,-0.753928
S010,XAN_2242,253.8,0.703923
S011,XAN_2242,253.9,0.281288
S012,XAN_2242,254.7,1.423231
S013,XAN_2242,253.2,0.682679
S014,XAN_2242,252.5,-1.301463
S015,XAN_2242,253.3,0.190867
S016,XAN_2242,253.8,0.539498
S017,XAN_2242,251.5,-1.7359
S018,XAN_2242,253.5,-0.186221
S019,XAN_2242,253.4,0.011386
S020,XAN_2242,252.4,-1.288866
S021,XAN_2242,252.2,-0.983391
S022,XAN_2242,253.5,0.041172
S023,XAN_2242,253.4,0.503499
S024,XAN_2242,252.3,-1.428473
S025,XAN_2242,252.7,-1.416232
S026,XAN_2242,253.6,0.478512
S027,XAN_2242,252.5,-0.683024
S028,XAN_2242,253.1,-1.203219
S029,XAN_2242,252,-1.884188
S030,XAN_2242,254.8,1.290121
S031,XAN_2242,253.9,1.012606
S032,XAN_2242,254.2,1.533656
S033,XAN_2242,252.4,-0.675901
S034,XAN_2242,253.6,1.016659
S035,XAN_2242,252.7,-0.493271
S036,XAN_2242,254.6,1.18874
S037,XAN_2242,254.2,0.838845
S038,XAN_2242,251.2,-1.486899
S039,XAN_2242,252.7,-0.327018
S040,XAN_2242,252.4,-1.010713
S041,XAN_2242,253.3,0.618923
S042,XAN_2242,252.1,-0.702651
S043,XAN_2242,254.2,0.595908
S044,XAN_2242,252.3,-1.193148
S045,XAN_2242,255.1,1.274196
S046,XAN_2242,254.4,0.191235
S047,XAN_2242,253,0.286456
S048,XAN_2242,253.3,0.606532
S049,XAN_2242,254.9,1.954826
S050,XAN_2242,253.7,0.851488
S051,XAN_2242,252.2,-0.957518
S052,XAN_2242,252.8,0.222425
S053,XAN_2242,252.1,-1.003427
S054,XAN_2242,254.7,1.473787
S055,XAN_2242,252.3,-0.764771
S056,XAN_2242,252.2,-1.079808
S057,XAN_2242,253.5,0.28099
S058,XAN_2242,254,0.418005
S059,XAN_2242,253.8,0.05516
S060,XAN_2242,253.3,0.439012
S061,XAN_2242,252.3,-0.951756
S062,XAN_2242,251.9,-1.882811
S063,XAN_2242,252.8,0.160709
S064,XAN_2242,254.2,1.448333
S065,XAN_2242,253.7,0.339436
S066,XAN_2242,252.5,0.162173
S067,XAN_2242,253.3,-0.948998
S068,XAN_2242,253.3,0.352025
S069,XAN_2242,254.5,1.181407
S070,XAN_2242,253.9,0.50482
S071,XAN_2242,251.9,-1.691317
S072,XAN_2242,253,-0.365737
S073,XAN_2242,253.7,0.752593
S074,XAN_2242,253.7,0.647387
S075,XAN_2242,252.9,0.108199
S076,XAN_2242,254.5,1.046857
S077,XAN_2242,252.2,-0.448114
S078,XAN_2242,253.2,-0.388115
S079,XAN_2242,253.7,1.282141
S080,XAN_2242,253.3,-0.595068
S081,XAN_2242,252.6,-0.34708
S082,XAN_2242,254.3,0.548548
S083,XAN_2242,251.7,-1.30184
S084,XAN_2242,253.6,-0.311002
S085,XAN_2242,253.2,-0.541517
S086,XAN_2242,253,-0.407213
S087,XAN_2242,251.6,-1.657032
S088,XAN_2242,253.3,0.045405
S089,XAN_2242,254.3,0.961023
S090,XAN_2242,254.8,0.790458
S091,XAN_2242,253.4,0.298518
S092,XAN_2242,252.4,-1.308777
S093,XAN_2242,253,-1.087039
S094,XAN_2242,253.8,-0.421158
S095,XAN_2242,253.4,0.060321
S096,XAN_2242,253.7,0.636279
S097,XAN_2242,251.3,-1.287706
S098,XAN_2242,254.2,1.464862
S099,XAN_2242,253,0.286933
S100,XAN_2242,253,-0.57336
S101,XAN_2242,252.9,-0.802606
S102,XAN_2242,252.7,-0.5501
S103,XAN_2242,253.1,-0.937374
S104,XAN_2242,252.4,-0.133668
S105,XAN_2242,254,0.858585
S106,XAN_2242,253,-1.153037
S107,XAN_2242,253.7,0.505543
S108,XAN_2242,254,-0.053967
S109,XAN_2242,252.4,-1.277514
S110,XAN_2242,254.1,1.081053
S111,XAN_2242,255.2,1.4468
S112,XAN_2242,253.8,0.942856
S113,XAN_2242,253.7,0.069089
S114,XAN_2242,252.4,-0.96119
S115,XAN_2242,253.5,-0.334723
S116,XAN_2242,252.8,-0.909688
S117,XAN_2242,253.8,-0.588613
S118,XAN_2242,254.1,0.721816
S119,XAN_2242,254.3,0.287154
S120,XAN_2242,254.8,1.609195
S121,XAN_2242,253.3,-0.359681
S122,XAN_2242,253.7,0.578284
S123,XAN_2242,254.8,2.249127
S124,XAN_2242,253.5,0.743722
S125,XAN_2242,253.4,-0.228982
S126,XAN_2242,255.8,2.674923
S127,XAN_2242,253.7,0.40233
S128,XAN_2242,254.7,0.943405
S129,XAN_2242,252.8,-0.394982
S130,XAN_2242,252.6,-0.303521
S131,XAN_2242,252.9,-0.30635
S132,XAN_2242,251.3,-2.22266
S133,XAN_2242,252.2,-1.064988
S134,XAN_2242,254.1,0.762416
S135,XAN_2242,253.9,-0.205322
S136,XAN_2242,252.8,-0.483781
S137,XAN_2242,252.4,-1.1407
S138,XAN_2242,255.1,1.543656
S139,XAN_2242,253.2,0.089116
S140,XAN_2242,254.9,1.974852
S141,XAN_2242,255.3,1.790951
S142,XAN_2242,253.5,0.5118
S143,XAN_2242,252.1,-1.002652
S144,XAN_2242,253.6,0.691126
S145,XAN_2242,253.2,0.285369
S146,XAN_2242,253.3,0.40369
S147,XAN_2242,253,0.065156
S148,XAN_2242,251.6,-1.4969
S149,XAN_2242,254.5,0.808754
S150,XAN_2242,253.2,0.005169
S151,XAN_2242,253.6,-0.405936
S152,XAN_2242,254.9,1.4420790000000001
S153,XAN_2242,253,-0.473114
S154,XAN_2242,252,-1.340921
S155,XAN_2242,254.3,0.57273
S156,XAN_2242,252.6,-1.099388
S157,XAN_2242,254.3,-0.155987
S158,XAN_2242,252.6,-0.837675
S159,XAN_2242,252.3,-1.167823
S160,XAN_2242,253.1,-0.333919
S161,XAN_2242,254.4,1.071574
S162,XAN_2242,253.7,0.10791100000000001
S163,XAN_2242,252.4,-1.244909
S164,XAN_2242,251.7,-1.516342
S165,XAN_2242,251.7,-1.494849
S166,XAN_2242,254.4,0.862915
S167,XAN_2242,253.9,1.034561
S168,XAN_2242,254.4,1.472252
S169,XAN_2242,252.5,-0.49413
S170,XAN_2242,254.8,1.472502
S171,XAN_2242,251.9,-0.768268
S172,XAN_2242,252.4,-1.080647
S173,XAN_2242,252,-0.503688
S174,XAN_2242,253.3,0.272728
S175,XAN_2242,252.8,-1.070836
S176,XAN_2242,252.2,-1.699279
S177,XAN_2242,253.5,0.38462
S178,XAN_2242,252.9,-0.857063
S179,XAN_2242,254.3,1.756374
S180,XAN_2242,254.5,2.052755
S181,XAN_2242,253.6,0.445896
S182,XAN_2242,251.9,-1.656449
S183,XAN_2242,253.5,0.719838
S184,XAN_2242,252.4,-0.827384
S185,XAN_2242,253.2,-0.475657
S186,XAN_2242,252.4,-0.789459
S187,XAN_2242,255.4,1.204513
S188,XAN_2242,255,0.643929
S189,XAN_2242,255.2,1.224381
S190,XAN_2242,253.5,0.133101
S191,XAN_2242,253.3,-0.24051
S192,XAN_2242,252.6,-1.031689
S193,XAN_2242,253.4,0.604577
S194,XAN_2242,254.3,0.026259
S195,XAN_2242,253.2,-0.64826
S196,XAN_2242,252.1,-0.931915
S197,XAN_2242,253.8,0.604427
S198,XAN_2242,254.9,1.10444
S199,XAN_2242,254.5,1.090122
S200,XAN_2242,252.7,-0.693029
S001,XAN_2498,261.1,0.949414
S002,XAN_2498,261.7,0.82868
S003,XAN_2498,260.2,-0.926004
S004,XAN_2498,260.9,0.381652
S005,XAN_2498,260.9,0.77424
S006,XAN_2498,260,-0.575169
S007,XAN_2498,259.4,-1.531909
S008,XAN_2498,260.6,-0.912406
S009,XAN_2498,259.7,-0.838402
S010,XAN_2498,262.2,1.939615
S011,XAN_2498,261.3,0.235864
S012,XAN_2498,262.2,1.471504
S013,XAN_2498,259,-1.731602
S014,XAN_2498,260.5,-0.652369
S015,XAN_2498,259.4,-1.335453
S016,XAN_2498,261.4,0.721131
S017,XAN_2498,260.3,-0.37211
S018,XAN_2498,260.1,-0.849761
S019,XAN_2498,261.7,1.186103
S020,XAN_2498,260.3,-0.680987
S021,XAN_2498,258.6,-1.94524
S022,XAN_2498,261,0.117307
S023,XAN_2498,261.4,1.155923
S024,XAN_2498,260.8,0.122184
S025,XAN_2498,260.4,-1.012284
S026,XAN_2498,262.2,1.837196
S027,XAN_2498,260.3,-0.074214
S028,XAN_2498,261.5,0.357091
S029,XAN_2498,259.6,-1.559538
S030,XAN_2498,263.2,2.205028
S031,XAN_2498,261.2,0.83172
S032,XAN_2498,261.1,0.774661
S033,XAN_2498,260.4,0.142442
S034,XAN_2498,260.7,0.564161
S035,XAN_2498,259.8,-0.802672
S036,XAN_2498,261.7,0.824483
S037,XAN_2498,261.1,-0.322804
S038,XAN_2498,258.6,-1.443866
S039,XAN_2498,260.4,0.113496
S040,XAN_2498,259.6,-1.251906
S041,XAN_2498,259.7,-1.288723
S042,XAN_2498,259.1,-1.10614
S043,XAN_2498,262.5,1.479647
S044,XAN_2498,259.3,-1.599464
S045,XAN_2498,262.1,0.74918
S046,XAN_2498,261.9,0.242615
S047,XAN_2498,260,-0.082538
S048,XAN_2498,259.8,-0.939314
S049,XAN_2498,261.4,0.845596
S050,XAN_2498,261.2,0.969222
S051,XAN_2498,259.6,-0.933607
S052,XAN_2498,260.7,1.242886
S053,XAN_2498,259.7,-0.547369
S054,XAN_2498,262,1.326301
S055,XAN_2498,260.1,-0.217089
S056,XAN_2498,260.1,-0.559212
S057,XAN_2498,260.9,0.255679
S058,XAN_2498,261.7,0.735922
S059,XAN_2498,261.6,0.624795
S060,XAN_2498,260.1,-0.752905
S061,XAN_2498,259.4,-1.383634
S062,XAN_2498,260.6,-0.453214
S063,XAN_2498,260.4,0.470433
S064,XAN_2498,260.4,-0.483425
S065,XAN_2498,262.1,1.52077
S066,XAN_2498,259.7,-0.031336
S067,XAN_2498,261.2,-0.150827
S068,XAN_2498,261.8,2.065313
S069,XAN_2498,262.5,1.855631
S070,XAN_2498,261.2,0.299224
S071,XAN_2498,260.1,-0.619141
S072,XAN_2498,261.3,0.825932
S073,XAN_2498,260.7,0.197347
S074,XAN_2498,260.8,0.26615
S075,XAN_2498,260.7,0.529123
S076,XAN_2498,262.3,1.392058
S077,XAN_2498,258.7,-1.171339
S078,XAN_2498,260.7,-0.242093
S079,XAN_2498,261.2,1.365513
S080,XAN_2498,261.8,0.544857
S081,XAN_2498,260.7,0.2399
S082,XAN_2498,260.6,-0.50001
S083,XAN_2498,259,-1.363854
S084,XAN_2498,260,-1.376741
S085,XAN_2498,259.9,-1.667958
S086,XAN_2498,260.8,-0.043253
S087,XAN_2498,259.3,-1.382484
S088,XAN_2498,261.1,0.497917
S089,XAN_2498,260.9,0.101421
S090,XAN_2498,262.9,1.350019
S091,XAN_2498,260.5,-0.05158
S092,XAN_2498,259.9,-1.207879
S093,XAN_2498,260.4,-1.092704
S094,XAN_2498,261.5,-0.191499
S095,XAN_2498,259.4,-1.617007
S096,XAN_2498,261.8,1.514719
S097,XAN_2498,259.3,-0.784354
S098,XAN_2498,260.2,-0.110911
S099,XAN_2498,261.4,1.710532
S100,XAN_2498,260,-1.0831
S101,XAN_2498,261.2,0.159565
S102,XAN_2498,260,-0.6994
S103,XAN_2498,260.9,-0.152258
S104,XAN_2498,260.5,0.416929
S105,XAN_2498,260.7,-0.078589
S106,XAN_2498,260.6,-0.862524
S107,XAN_2498,261.5,0.992279
S108,XAN_2498,261.5,0.021468
S109,XAN_2498,259.4,-1.642976
S110,XAN_2498,261.3,0.813084
S111,XAN_2498,262.3,1.072308
S112,XAN_2498,261.2,0.896563
S113,XAN_2498,260.9,-0.303492
S114,XAN_2498,259.7,-1.051133
S115,XAN_2498,261.3,0.035103
S116,XAN_2498,259.7,-1.396756
S117,XAN_2498,260.5,-1.463329
S118,XAN_2498,260.7,-0.668649
S119,XAN_2498,261.8,0.352463
S120,XAN_2498,261.9,1.2038740000000001
S121,XAN_2498,260.4,-0.612698
S122,XAN_2498,261,0.420241
S123,XAN_2498,261.1,0.948532
S124,XAN_2498,261.4,1.299904
S125,XAN_2498,260.3,-0.653743
S126,XAN_2498,261.7,1.093791
S127,XAN_2498,262.6,2.479923
S128,XAN_2498,262.8,1.341595
S129,XAN_2498,260,-0.642909
S130,XAN_2498,260.5,0.52595
S131,XAN_2498,258.9,-2.605125
S132,XAN_2498,259.7,-0.833663
S133,XAN_2498,259.1,-1.532745
S134,XAN_2498,261.3,0.548029
S135,XAN_2498,261.2,-0.355221
S136,XAN_2498,261.1,0.747627
S137,XAN_2498,259.4,-1.481284
S138,XAN_2498,261.6,0.670922
S139,XAN_2498,261.4,1.205635
S140,XAN_2498,261.1,0.41649
S141,XAN_2498,262.9,1.915118
S142,XAN_2498,259.9,-1.486226
S143,XAN_2498,261,0.303918
S144,XAN_2498,262,1.5577
S145,XAN_2498,261.1,1.023811
S146,XAN_2498,260.6,0.291126
S147,XAN_2498,259.8,-0.486946
S148,XAN_2498,258.7,-1.764974
S149,XAN_2498,261.4,0.313078
S150,XAN_2498,261.3,0.831631
S151,XAN_2498,261.1,-0.270777
S152,XAN_2498,262.2,1.295664
S153,XAN_2498,260.5,-0.313812
S154,XAN_2498,259.3,-1.392912
S155,XAN_2498,262,0.841515
S156,XAN_2498,260.3,-0.685756
S157,XAN_2498,261.4,-0.906105
S158,XAN_2498,259.9,-0.907848
S159,XAN_2498,259.6,-1.296174
S160,XAN_2498,260.9,0.311002
