bath,bath_type,pair,parameter,replicate,value
ember_grotto,hot_spring,ember,total_dissolved_solids_ppm,1,722.842
ember_grotto,hot_spring,ember,total_dissolved_solids_ppm,2,962.92
ember_grotto,hot_spring,ember,total_dissolved_solids_ppm,3,975.021
ember_grotto,hot_spring,ember,total_dissolved_solids_ppm,4,943.663
ember_grotto,hot_spring,ember,total_dissolved_solids_ppm,5,964.874
ember_grotto,hot_spring,ember,total_dissolved_solids_ppm,6,972.915
ember_grotto,hot_spring,ember,total_dissolved_solids_ppm,7,916.159
ember_grotto,hot_spring,ember,total_dissolved_solids_ppm,8,875.969
ember_grotto,hot_spring,ember,total_dissolved_solids_ppm,9,947.941
ember_grotto,hot_spring,ember,total_dissolved_solids_ppm,10,832.724
ember_grotto,hot_spring,ember,total_dissolved_solids_ppm,11,808.582
ember_grotto,hot_spring,ember,total_dissolved_solids_ppm,12,717.848
ember_grotto,hot_spring,ember,turbidity_NTU,1,0.575
ember_grotto,hot_spring,ember,turbidity_NTU,2,0.554
ember_grotto,hot_spring,ember,turbidity_NTU,3,0.436
ember_grotto,hot_spring,ember,turbidity_NTU,4,0.706
ember_grotto,hot_spring,ember,turbidity_NTU,5,0.533
ember_grotto,hot_spring,ember,turbidity_NTU,6,0.655
ember_grotto,hot_spring,ember,turbidity_NTU,7,0.824
ember_grotto,hot_spring,ember,turbidity_NTU,8,0.619
ember_grotto,hot_spring,ember,turbidity_NTU,9,0.605
ember_grotto,hot_spring,ember,turbidity_NTU,10,0.591
ember_grotto,hot_spring,ember,turbidity_NTU,11,0.572
ember_grotto,hot_spring,ember,turbidity_NTU,12,0.554
aurora_pool,hot_spring,aurora,temperature_C,1,39.9
aurora_pool,hot_spring,aurora,temperature_C,2,39.895
aurora_pool,hot_spring,aurora,temperature_C,3,39.633
aurora_pool,hot_spring,aurora,temperature_C,4,39.616
aurora_pool,hot_spring,aurora,temperature_C,5,39.909
aurora_pool,hot_spring,aurora,temperature_C,6,40.198
aurora_pool,hot_spring,aurora,temperature_C,7,40.056
aurora_pool,hot_spring,aurora,temperature_C,8,39.796
aurora_pool,hot_spring,aurora,temperature_C,9,39.994
aurora_pool,hot_spring,aurora,temperature_C,10,39.582
aurora_pool,hot_spring,aurora,temperature_C,11,40.052
aurora_pool,hot_spring,aurora,temperature_C,12,39.657
aurora_pool,hot_spring,aurora,pH,1,7.543
aurora_pool,hot_spring,aurora,pH,2,7.517
aurora_pool,hot_spring,aurora,pH,3,7.492
aurora_pool,hot_spring,aurora,pH,4,7.564
aurora_pool,hot_spring,aurora,pH,5,7.642
aurora_pool,hot_spring,aurora,pH,6,7.469
aurora_pool,hot_spring,aurora,pH,7,7.517
aurora_pool,hot_spring,aurora,pH,8,7.686
aurora_pool,hot_spring,aurora,pH,9,7.597
aurora_pool,hot_spring,aurora,pH,10,7.57
aurora_pool,hot_spring,aurora,pH,11,7.504
aurora_pool,hot_spring,aurora,pH,12,7.576
aurora_pool,hot_spring,aurora,salinity_ppt,1,0.661
aurora_pool,hot_spring,aurora,salinity_ppt,2,0.655
aurora_pool,hot_spring,aurora,salinity_ppt,3,0.577
aurora_pool,hot_spring,aurora,salinity_ppt,4,0.471
aurora_pool,hot_spring,aurora,salinity_ppt,5,0.575
aurora_pool,hot_spring,aurora,salinity_ppt,6,0.631
aurora_pool,hot_spring,aurora,salinity_ppt,7,0.577
aurora_pool,hot_spring,aurora,salinity_ppt,8,0.608
aurora_pool,hot_spring,aurora,salinity_ppt,9,0.608
aurora_pool,hot_spring,aurora,salinity_ppt,10,0.627
aurora_pool,hot_spring,aurora,salinity_ppt,11,0.547
aurora_pool,hot_spring,aurora,salinity_ppt,12,0.623
aurora_pool,hot_spring,aurora,free_chlorine_ppm,1,1.155
aurora_pool,hot_spring,aurora,free_chlorine_ppm,2,0.719
aurora_pool,hot_spring,aurora,free_chlorine_ppm,3,0.891
aurora_pool,hot_spring,aurora,free_chlorine_ppm,4,0.939
aurora_pool,hot_spring,aurora,free_chlorine_ppm,5,0.659
aurora_pool,hot_spring,aurora,free_chlorine_ppm,6,1.031
aurora_pool,hot_spring,aurora,free_chlorine_ppm,7,1.531
aurora_pool,hot_spring,aurora,free_chlorine_ppm,8,0.931
aurora_pool,hot_spring,aurora,free_chlorine_ppm,9,1.25
aurora_pool,hot_spring,aurora,free_chlorine_ppm,10,0.825
aurora_pool,hot_spring,aurora,free_chlorine_ppm,11,0.775
aurora_pool,hot_spring,aurora,free_chlorine_ppm,12,1.47
aurora_pool,hot_spring,aurora,calcium_hardness_ppm,1,265.453
aurora_pool,hot_spring,aurora,calcium_hardness_ppm,2,225.55
aurora_pool,hot_spring,aurora,calcium_hardness_ppm,3,238.442
aurora_pool,hot_spring,aurora,calcium_hardness_ppm,4,287.904
aurora_pool,hot_spring,aurora,calcium_hardness_ppm,5,254.949
aurora_pool,hot_spring,aurora,calcium_hardness_ppm,6,235.554
aurora_pool,hot_spring,aurora,calcium_hardness_ppm,7,267.746
aurora_pool,hot_spring,aurora,calcium_hardness_ppm,8,258.615
aurora_pool,hot_spring,aurora,calcium_hardness_ppm,9,223.068
aurora_pool,hot_spring,aurora,calcium_hardness_ppm,10,286.169
aurora_pool,hot_spring,aurora,calcium_hardness_ppm,11,256.74
aurora_pool,hot_spring,aurora,calcium_hardness_ppm,12,281.801
aurora_pool,hot_spring,aurora,total_alkalinity_ppm,1,110.493
aurora_pool,hot_spring,aurora,total_alkalinity_ppm,2,103.228
aurora_pool,hot_spring,aurora,total_alkalinity_ppm,3,113.754
aurora_pool,hot_spring,aurora,total_alkalinity_ppm,4,105.095
aurora_pool,hot_spring,aurora,total_alkalinity_ppm,5,118.199
aurora_pool,hot_spring,aurora,total_alkalinity_ppm,6,87.778
aurora_pool,hot_spring,aurora,total_alkalinity_ppm,7,98.558
aurora_pool,hot_spring,aurora,total_alkalinity_ppm,8,108.742
aurora_pool,hot_spring,aurora,total_alkalinity_ppm,9,103.748
aurora_pool,hot_spring,aurora,total_alkalinity_ppm,10,110.075
aurora_pool,hot_spring,aurora,total_alkalinity_ppm,11,123.408
aurora_pool,hot_spring,aurora,total_alkalinity_ppm,12,93.597
aurora_pool,hot_spring,aurora,total_dissolved_solids_ppm,1,1001.576
aurora_pool,hot_spring,aurora,total_dissolved_solids_ppm,2,935.217
aurora_pool,hot_spring,aurora,total_dissolved_solids_ppm,3,878.949
aurora_pool,hot_spring,aurora,total_dissolved_solids_ppm,4,855.67
aurora_pool,hot_spring,aurora,total_dissolved_solids_ppm,5,951.498
aurora_pool,hot_spring,aurora,total_dissolved_solids_ppm,6,950.988
aurora_pool,hot_spring,aurora,total_dissolved_solids_ppm,7,841.674
aurora_pool,hot_spring,aurora,total_dissolved_solids_ppm,8,739.85
aurora_pool,hot_spring,aurora,total_dissolved_solids_ppm,9,986.26
aurora_pool,hot_spring,aurora,total_dissolved_solids_ppm,10,779.299
aurora_pool,hot_spring,aurora,total_dissolved_solids_ppm,11,1007.934
aurora_pool,hot_spring,aurora,total_dissolved_solids_ppm,12,746.95
aurora_pool,hot_spring,aurora,turbidity_NTU,1,0.689
aurora_pool,hot_spring,aurora,turbidity_NTU,2,0.628
aurora_pool,hot_spring,aurora,turbidity_NTU,3,0.636
aurora_pool,hot_spring,aurora,turbidity_NTU,4,0.578
aurora_pool,hot_spring,aurora,turbidity_NTU,5,0.627
aurora_pool,hot_spring,aurora,turbidity_NTU,6,0.509
aurora_pool,hot_spring,aurora,turbidity_NTU,7,0.558
aurora_pool,hot_spring,aurora,turbidity_NTU,8,0.723
aurora_pool,hot_spring,aurora,turbidity_NTU,9,0.564
aurora_pool,hot_spring,aurora,turbidity_NTU,10,0.637
aurora_pool,hot_spring,aurora,turbidity_NTU,11,0.617
aurora_pool,hot_spring,aurora,turbidity_NTU,12,0.609
aurora_grotto,hot_spring,aurora,temperature_C,1,40.817
aurora_grotto,hot_spring,aurora,temperature_C,2,40.646
aurora_grotto,hot_spring,aurora,temperature_C,3,41.31
aurora_grotto,hot_spring,aurora,temperature_C,4,40.633
aurora_grotto,hot_spring,aurora,temperature_C,5,42.079
aurora_grotto,hot_spring,aurora,temperature_C,6,40.795
aurora_grotto,hot_spring,aurora,temperature_C,7,41.347
aurora_grotto,hot_spring,aurora,temperature_C,8,40.202
aurora_grotto,hot_spring,aurora,temperature_C,9,40.665
aurora_grotto,hot_spring,aurora,temperature_C,10,41.566
aurora_grotto,hot_spring,aurora,temperature_C,11,41.49
aurora_grotto,hot_spring,aurora,temperature_C,12,41.352
aurora_grotto,hot_spring,aurora,pH,1,7.427
aurora_grotto,hot_spring,aurora,pH,2,7.513
aurora_grotto,hot_spring,aurora,pH,3,7.55
aurora_grotto,hot_spring,aurora,pH,4,7.55
aurora_grotto,hot_spring,aurora,pH,5,7.554
aurora_grotto,hot_spring,aurora,pH,6,7.442
aurora_grotto,hot_spring,aurora,pH,7,7.521
aurora_grotto,hot_spring,aurora,pH,8,7.563
aurora_grotto,hot_spring,aurora,pH,9,7.496
aurora_grotto,hot_spring,aurora,pH,10,7.432
aurora_grotto,hot_spring,aurora,pH,11,7.603
aurora_grotto,hot_spring,aurora,pH,12,7.425
aurora_grotto,hot_spring,aurora,salinity_ppt,1,0.472
aurora_grotto,hot_spring,aurora,salinity_ppt,2,0.614
aurora_grotto,hot_spring,aurora,salinity_ppt,3,0.61
aurora_grotto,hot_spring,aurora,salinity_ppt,4,0.579
aurora_grotto,hot_spring,aurora,salinity_ppt,5,0.587
aurora_grotto,hot_spring,aurora,salinity_ppt,6,0.531
aurora_grotto,hot_spring,aurora,salinity_ppt,7,0.686
aurora_grotto,hot_spring,aurora,salinity_ppt,8,0.449
aurora_grotto,hot_spring,aurora,salinity_ppt,9,0.579
aurora_grotto,hot_spring,aurora,salinity_ppt,10,0.565
aurora_grotto,hot_spring,aurora,salinity_ppt,11,0.641
aurora_grotto,hot_spring,aurora,salinity_ppt,12,0.727
aurora_grotto,hot_spring,aurora,free_chlorine_ppm,1,0.585
aurora_grotto,hot_spring,aurora,free_chlorine_ppm,2,0.552
aurora_grotto,hot_spring,aurora,free_chlorine_ppm,3,0.837
aurora_grotto,hot_spring,aurora,free_chlorine_ppm,4,1.257
aurora_grotto,hot_spring,aurora,free_chlorine_ppm,5,1.081
aurora_grotto,hot_spring,aurora,free_chlorine_ppm,6,0.827
aurora_grotto,hot_spring,aurora,free_chlorine_ppm,7,1.037
aurora_grotto,hot_spring,aurora,free_chlorine_ppm,8,1.023
aurora_grotto,hot_spring,aurora,free_chlorine_ppm,9,1.092
aurora_grotto,hot_spring,aurora,free_chlorine_ppm,10,1.381
aurora_grotto,hot_spring,aurora,free_chlorine_ppm,11,0.783
aurora_grotto,hot_spring,aurora,free_chlorine_ppm,12,1.336
aurora_grotto,hot_spring,aurora,calcium_hardness_ppm,1,236.883
aurora_grotto,hot_spring,aurora,calcium_hardness_ppm,2,266.736
aurora_grotto,hot_spring,aurora,calcium_hardness_ppm,3,219.606
aurora_grotto,hot_spring,aurora,calcium_hardness_ppm,4,274.622
aurora_grotto,hot_spring,aurora,calcium_hardness_ppm,5,259.584
aurora_grotto,hot_spring,aurora,calcium_hardness_ppm,6,263.491
aurora_grotto,hot_spring,aurora,calcium_hardness_ppm,7,222.599
aurora_grotto,hot_spring,aurora,calcium_hardness_ppm,8,252.283
aurora_grotto,hot_spring,aurora,calcium_hardness_ppm,9,265.279
aurora_grotto,hot_spring,aurora,calcium_hardness_ppm,10,223.361
aurora_grotto,hot_spring,aurora,calcium_hardness_ppm,11,274.476
aurora_grotto,hot_spring,aurora,calcium_hardness_ppm,12,275.353
aurora_grotto,hot_spring,aurora,total_alkalinity_ppm,1,95.177
aurora_grotto,hot_spring,aurora,total_alkalinity_ppm,2,93.847
aurora_grotto,hot_spring,aurora,total_alkalinity_ppm,3,118.976
aurora_grotto,hot_spring,aurora,total_alkalinity_ppm,4,103.113
aurora_grotto,hot_spring,aurora,total_alkalinity_ppm,5,104.477
aurora_grotto,hot_spring,aurora,total_alkalinity_ppm,6,100.12
aurora_grotto,hot_spring,aurora,total_alkalinity_ppm,7,110.544
aurora_grotto,hot_spring,aurora,total_alkalinity_ppm,8,120.79
aurora_grotto,hot_spring,aurora,total_alkalinity_ppm,9,91.283
aurora_grotto,hot_spring,aurora,total_alkalinity_ppm,10,101.717
aurora_grotto,hot_spring,aurora,total_alkalinity_ppm,11,107.935
aurora_grotto,hot_spring,aurora,total_alkalinity_ppm,12,111.339
aurora_grotto,hot_spring,aurora,total_dissolved_solids_ppm,1,935.146
aurora_grotto,hot_spring,aurora,total_dissolved_solids_ppm,2,924.853
aurora_grotto,hot_spring,aurora,total_dissolved_solids_ppm,3,779.222
aurora_grotto,hot_spring,aurora,total_dissolved_solids_ppm,4,909.689
aurora_grotto,hot_spring,aurora,total_dissolved_solids_ppm,5,814.425
aurora_grotto,hot_spring,aurora,total_dissolved_solids_ppm,6,849.771
aurora_grotto,hot_spring,aurora,total_dissolved_solids_ppm,7,929.348
aurora_grotto,hot_spring,aurora,total_dissolved_solids_ppm,8,961.675
aurora_grotto,hot_spring,aurora,total_dissolved_solids_ppm,9,777.127
aurora_grotto,hot_spring,aurora,total_dissolved_solids_ppm,10,930.854
aurora_grotto,hot_spring,aurora,total_dissolved_solids_ppm,11,777.988
aurora_grotto,hot_spring,aurora,total_dissolved_solids_ppm,12,859.442
aurora_grotto,hot_spring,aurora,turbidity_NTU,1,0.573
aurora_grotto,hot_spring,aurora,turbidity_NTU,2,0.706
aurora_grotto,hot_spring,aurora,turbidity_NTU,3,0.669
aurora_grotto,hot_spring,aurora,turbidity_NTU,4,0.572
aurora_grotto,hot_spring,aurora,turbidity_NTU,5,0.663
aurora_grotto,hot_spring,aurora,turbidity_NTU,6,0.601
aurora_grotto,hot_spring,aurora,turbidity_NTU,7,0.313
aurora_grotto,hot_spring,aurora,turbidity_NTU,8,0.543
aurora_grotto,hot_spring,aurora,turbidity_NTU,9,0.542
aurora_grotto,hot_spring,aurora,turbidity_NTU,10,0.733
aurora_grotto,hot_spring,aurora,turbidity_NTU,11,0.524
aurora_grotto,hot_spring,aurora,turbidity_NTU,12,0.48
frost_pool,hot_spring,frost,temperature_C,1,40.089
frost_pool,hot_spring,frost,temperature_C,2,39.798
frost_pool,hot_spring,frost,temperature_C,3,40.227
frost_pool,hot_spring,frost,temperature_C,4,40.197
frost_pool,hot_spring,frost,temperature_C,5,40.295
frost_pool,hot_spring,frost,temperature_C,6,39.516
frost_pool,hot_spring,frost,temperature_C,7,40.103
frost_pool,hot_spring,frost,temperature_C,8,40.273
frost_pool,hot_spring,frost,temperature_C,9,39.606
frost_pool,hot_spring,frost,temperature_C,10,39.831
frost_pool,hot_spring,frost,temperature_C,11,39.805
frost_pool,hot_spring,frost,temperature_C,12,39.839
frost_pool,hot_spring,frost,pH,1,7.574
frost_pool,hot_spring,frost,pH,2,7.565
frost_pool,hot_spring,frost,pH,3,7.589
frost_pool,hot_spring,frost,pH,4,7.489
frost_pool,hot_spring,frost,pH,5,7.659
frost_pool,hot_spring,frost,pH,6,7.546
frost_pool,hot_spring,frost,pH,7,7.56
frost_pool,hot_spring,frost,pH,8,7.529
frost_pool,hot_spring,frost,pH,9,7.674
frost_pool,hot_spring,frost,pH,10,7.56
frost_pool,hot_spring,frost,pH,11,7.457
frost_pool,hot_spring,frost,pH,12,7.484
frost_pool,hot_spring,frost,salinity_ppt,1,0.588
frost_pool,hot_spring,frost,salinity_ppt,2,0.536
frost_pool,hot_spring,frost,salinity_ppt,3,0.558
frost_pool,hot_spring,frost,salinity_ppt,4,0.584
frost_pool,hot_spring,frost,salinity_ppt,5,0.588
frost_pool,hot_spring,frost,salinity_ppt,6,0.615
frost_pool,hot_spring,frost,salinity_ppt,7,0.576
frost_pool,hot_spring,frost,salinity_ppt,8,0.521
frost_pool,hot_spring,frost,salinity_ppt,9,0.664
frost_pool,hot_spring,frost,salinity_ppt,10,0.646
frost_pool,hot_spring,frost,salinity_ppt,11,0.619
frost_pool,hot_spring,frost,salinity_ppt,12,0.564
frost_pool,hot_spring,frost,free_chlorine_ppm,1,0.767
frost_pool,hot_spring,frost,free_chlorine_ppm,2,1.176
frost_pool,hot_spring,frost,free_chlorine_ppm,3,0.614
frost_pool,hot_spring,frost,free_chlorine_ppm,4,1.004
frost_pool,hot_spring,frost,free_chlorine_ppm,5,1.238
frost_pool,hot_spring,frost,free_chlorine_ppm,6,1.185
frost_pool,hot_spring,frost,free_chlorine_ppm,7,1.028
frost_pool,hot_spring,frost,free_chlorine_ppm,8,0.882
frost_pool,hot_spring,frost,free_chlorine_ppm,9,1.24
frost_pool,hot_spring,frost,free_chlorine_ppm,10,1.045
frost_pool,hot_spring,frost,free_chlorine_ppm,11,0.787
frost_pool,hot_spring,frost,free_chlorine_ppm,12,1.061
frost_pool,hot_spring,frost,calcium_hardness_ppm,1,259.02
frost_pool,hot_spring,frost,calcium_hardness_ppm,2,241.573
frost_pool,hot_spring,frost,calcium_hardness_ppm,3,272.101
frost_pool,hot_spring,frost,calcium_hardness_ppm,4,227.054
frost_pool,hot_spring,frost,calcium_hardness_ppm,5,273.222
frost_pool,hot_spring,frost,calcium_hardness_ppm,6,265.0
frost_pool,hot_spring,frost,calcium_hardness_ppm,7,251.9
frost_pool,hot_spring,frost,calcium_hardness_ppm,8,289.425
frost_pool,hot_spring,frost,calcium_hardness_ppm,9,270.905
frost_pool,hot_spring,frost,calcium_hardness_ppm,10,237.962
frost_pool,hot_spring,frost,calcium_hardness_ppm,11,263.464
frost_pool,hot_spring,frost,calcium_hardness_ppm,12,252.108
frost_pool,hot_spring,frost,total_alkalinity_ppm,1,116.14
frost_pool,hot_spring,frost,total_alkalinity_ppm,2,113.768
frost_pool,hot_spring,frost,total_alkalinity_ppm,3,85.242
frost_pool,hot_spring,frost,total_alkalinity_ppm,4,112.068
frost_pool,hot_spring,frost,total_alkalinity_ppm,5,100.625
frost_pool,hot_spring,frost,total_alkalinity_ppm,6,113.756
frost_pool,hot_spring,frost,total_alkalinity_ppm,7,101.664
frost_pool,hot_spring,frost,total_alkalinity_ppm,8,109.941
frost_pool,hot_spring,frost,total_alkalinity_ppm,9,116.783
frost_pool,hot_spring,frost,total_alkalinity_ppm,10,105.944
frost_pool,hot_spring,frost,total_alkalinity_ppm,11,106.489
frost_pool,hot_spring,frost,total_alkalinity_ppm,12,110.83
frost_pool,hot_spring,frost,total_dissolved_solids_ppm,1,895.709
frost_pool,hot_spring,frost,total_dissolved_solids_ppm,2,909.7
frost_pool,hot_spring,frost,total_dissolved_solids_ppm,3,938.496
frost_pool,hot_spring,frost,total_dissolved_solids_ppm,4,1054.025
frost_pool,hot_spring,frost,total_dissolved_solids_ppm,5,791.1
frost_pool,hot_spring,frost,total_dissolved_solids_ppm,6,987.588
frost_pool,hot_spring,frost,total_dissolved_solids_ppm,7,694.15
frost_pool,hot_spring,frost,total_dissolved_solids_ppm,8,707.341
frost_pool,hot_spring,frost,total_dissolved_solids_ppm,9,660.769
frost_pool,hot_spring,frost,total_dissolved_solids_ppm,10,1058.867
frost_pool,hot_spring,frost,total_dissolved_solids_ppm,11,968.582
frost_pool,hot_spring,frost,total_dissolved_solids_ppm,12,847.499
frost_pool,hot_spring,frost,turbidity_NTU,1,0.54
frost_pool,hot_spring,frost,turbidity_NTU,2,0.719
frost_pool,hot_spring,frost,turbidity_NTU,3,0.533
frost_pool,hot_spring,frost,turbidity_NTU,4,0.581
frost_pool,hot_spring,frost,turbidity_NTU,5,0.725
frost_pool,hot_spring,frost,turbidity_NTU,6,0.595
frost_pool,hot_spring,frost,turbidity_NTU,7,0.544
frost_pool,hot_spring,frost,turbidity_NTU,8,0.61
frost_pool,hot_spring,frost,turbidity_NTU,9,0.475
frost_pool,hot_spring,frost,turbidity_NTU,10,0.658
frost_pool,hot_spring,frost,turbidity_NTU,11,0.437
frost_pool,hot_spring,frost,turbidity_NTU,12,0.655
frost_grotto,hot_spring,frost,temperature_C,1,40.782
frost_grotto,hot_spring,frost,temperature_C,2,40.908
frost_grotto,hot_spring,frost,temperature_C,3,40.757
frost_grotto,hot_spring,frost,temperature_C,4,41.149
frost_grotto,hot_spring,frost,temperature_C,5,41.128
frost_grotto,hot_spring,frost,temperature_C,6,40.889
frost_grotto,hot_spring,frost,temperature_C,7,41.585
frost_grotto,hot_spring,frost,temperature_C,8,40.841
frost_grotto,hot_spring,frost,temperature_C,9,41.301
frost_grotto,hot_spring,frost,temperature_C,10,40.719
frost_grotto,hot_spring,frost,temperature_C,11,40.839
frost_grotto,hot_spring,frost,temperature_C,12,40.923
frost_grotto,hot_spring,frost,pH,1,7.628
frost_grotto,hot_spring,frost,pH,2,7.492
frost_grotto,hot_spring,frost,pH,3,7.524
frost_grotto,hot_spring,frost,pH,4,7.537
frost_grotto,hot_spring,frost,pH,5,7.591
frost_grotto,hot_spring,frost,pH,6,7.601
frost_grotto,hot_spring,frost,pH,7,7.559
frost_grotto,hot_spring,frost,pH,8,7.458
frost_grotto,hot_spring,frost,pH,9,7.657
frost_grotto,hot_spring,frost,pH,10,7.57
frost_grotto,hot_spring,frost,pH,11,7.594
frost_grotto,hot_spring,frost,pH,12,7.578
frost_grotto,hot_spring,frost,salinity_ppt,1,0.577
frost_grotto,hot_spring,frost,salinity_ppt,2,0.569
frost_grotto,hot_spring,frost,salinity_ppt,3,0.636
frost_grotto,hot_spring,frost,salinity_ppt,4,0.579
frost_grotto,hot_spring,frost,salinity_ppt,5,0.652
frost_grotto,hot_spring,frost,salinity_ppt,6,0.652
frost_grotto,hot_spring,frost,salinity_ppt,7,0.636
frost_grotto,hot_spring,frost,salinity_ppt,8,0.533
frost_grotto,hot_spring,frost,salinity_ppt,9,0.648
frost_grotto,hot_spring,frost,salinity_ppt,10,0.649
frost_grotto,hot_spring,frost,salinity_ppt,11,0.622
frost_grotto,hot_spring,frost,salinity_ppt,12,0.597
frost_grotto,hot_spring,frost,free_chlorine_ppm,1,0.972
frost_grotto,hot_spring,frost,free_chlorine_ppm,2,1.184
frost_grotto,hot_spring,frost,free_chlorine_ppm,3,1.281
frost_grotto,hot_spring,frost,free_chlorine_ppm,4,1.006
frost_grotto,hot_spring,frost,free_chlorine_ppm,5,1.113
frost_grotto,hot_spring,frost,free_chlorine_ppm,6,1.116
frost_grotto,hot_spring,frost,free_chlorine_ppm,7,0.708
frost_grotto,hot_spring,frost,free_chlorine_ppm,8,0.895
frost_grotto,hot_spring,frost,free_chlorine_ppm,9,0.691
frost_grotto,hot_spring,frost,free_chlorine_ppm,10,0.821
frost_grotto,hot_spring,frost,free_chlorine_ppm,11,0.439
frost_grotto,hot_spring,frost,free_chlorine_ppm,12,0.818
frost_grotto,hot_spring,frost,calcium_hardness_ppm,1,298.055
frost_grotto,hot_spring,frost,calcium_hardness_ppm,2,260.481
frost_grotto,hot_spring,frost,calcium_hardness_ppm,3,234.13
frost_grotto,hot_spring,frost,calcium_hardness_ppm,4,224.756
frost_grotto,hot_spring,frost,calcium_hardness_ppm,5,269.553
frost_grotto,hot_spring,frost,calcium_hardness_ppm,6,223.256
frost_grotto,hot_spring,frost,calcium_hardness_ppm,7,236.968
frost_grotto,hot_spring,frost,calcium_hardness_ppm,8,258.925
frost_grotto,hot_spring,frost,calcium_hardness_ppm,9,283.141
frost_grotto,hot_spring,frost,calcium_hardness_ppm,10,263.384
frost_grotto,hot_spring,frost,calcium_hardness_ppm,11,206.531
frost_grotto,hot_spring,frost,calcium_hardness_ppm,12,256.875
frost_grotto,hot_spring,frost,total_alkalinity_ppm,1,97.98
frost_grotto,hot_spring,frost,total_alkalinity_ppm,2,108.447
frost_grotto,hot_spring,frost,total_alkalinity_ppm,3,117.154
frost_grotto,hot_spring,frost,total_alkalinity_ppm,4,111.874
frost_grotto,hot_spring,frost,total_alkalinity_ppm,5,110.924
frost_grotto,hot_spring,frost,total_alkalinity_ppm,6,111.379
frost_grotto,hot_spring,frost,total_alkalinity_ppm,7,105.977
frost_grotto,hot_spring,frost,total_alkalinity_ppm,8,108.691
frost_grotto,hot_spring,frost,total_alkalinity_ppm,9,102.115
frost_grotto,hot_spring,frost,total_alkalinity_ppm,10,105.328
frost_grotto,hot_spring,frost,total_alkalinity_ppm,11,100.485
frost_grotto,hot_spring,frost,total_alkalinity_ppm,12,121.231
frost_grotto,hot_spring,frost,total_dissolved_solids_ppm,1,861.448
frost_grotto,hot_spring,frost,total_dissolved_solids_ppm,2,1029.991
frost_grotto,hot_spring,frost,total_dissolved_solids_ppm,3,1058.62
frost_grotto,hot_spring,frost,total_dissolved_solids_ppm,4,930.853
frost_grotto,hot_spring,frost,total_dissolved_solids_ppm,5,839.843
frost_grotto,hot_spring,frost,total_dissolved_solids_ppm,6,695.087
frost_grotto,hot_spring,frost,total_dissolved_solids_ppm,7,933.143
frost_grotto,hot_spring,frost,total_dissolved_solids_ppm,8,948.463
frost_grotto,hot_spring,frost,total_dissolved_solids_ppm,9,782.919
frost_grotto,hot_spring,frost,total_dissolved_solids_ppm,10,1005.302
frost_grotto,hot_spring,frost,total_dissolved_solids_ppm,11,1134.383
frost_grotto,hot_spring,frost,total_dissolved_solids_ppm,12,952.989
frost_grotto,hot_spring,frost,turbidity_NTU,1,0.611
frost_grotto,hot_spring,frost,turbidity_NTU,2,0.619
frost_grotto,hot_spring,frost,turbidity_NTU,3,0.68
frost_grotto,hot_spring,frost,turbidity_NTU,4,0.665
frost_grotto,hot_spring,frost,turbidity_NTU,5,0.546
frost_grotto,hot_spring,frost,turbidity_NTU,6,0.749
frost_grotto,hot_spring,frost,turbidity_NTU,7,0.68
frost_grotto,hot_spring,frost,turbidity_NTU,8,0.658
frost_grotto,hot_spring,frost,turbidity_NTU,9,0.523
frost_grotto,hot_spring,frost,turbidity_NTU,10,0.643
frost_grotto,hot_spring,frost,turbidity_NTU,11,0.427
frost_grotto,hot_spring,frost,turbidity_NTU,12,0.675
slate_pool,hot_spring,slate,temperature_C,1,40.149
slate_pool,hot_spring,slate,temperature_C,2,40.104
slate_pool,hot_spring,slate,temperature_C,3,40.455
slate_pool,hot_spring,slate,temperature_C,4,40.694
slate_pool,hot_spring,slate,temperature_C,5,39.794
slate_pool,hot_spring,slate,temperature_C,6,40.041
slate_pool,hot_spring,slate,temperature_C,7,40.022
slate_pool,hot_spring,slate,temperature_C,8,39.594
slate_pool,hot_spring,slate,temperature_C,9,39.747
slate_pool,hot_spring,slate,temperature_C,10,40.683
slate_pool,hot_spring,slate,temperature_C,11,40.613
slate_pool,hot_spring,slate,temperature_C,12,39.972
slate_pool,hot_spring,slate,pH,1,7.632
slate_pool,hot_spring,slate,pH,2,7.623
slate_pool,hot_spring,slate,pH,3,7.639
slate_pool,hot_spring,slate,pH,4,7.686
slate_pool,hot_spring,slate,pH,5,7.592
slate_pool,hot_spring,slate,pH,6,7.485
slate_pool,hot_spring,slate,pH,7,7.479
slate_pool,hot_spring,slate,pH,8,7.588
slate_pool,hot_spring,slate,pH,9,7.483
slate_pool,hot_spring,slate,pH,10,7.639
slate_pool,hot_spring,slate,pH,11,7.52
slate_pool,hot_spring,slate,pH,12,7.518
slate_pool,hot_spring,slate,salinity_ppt,1,0.54
slate_pool,hot_spring,slate,salinity_ppt,2,0.719
slate_pool,hot_spring,slate,salinity_ppt,3,0.63
slate_pool,hot_spring,slate,salinity_ppt,4,0.586
slate_pool,hot_spring,slate,salinity_ppt,5,0.563
slate_pool,hot_spring,slate,salinity_ppt,6,0.655
slate_pool,hot_spring,slate,salinity_ppt,7,0.572
slate_pool,hot_spring,slate,salinity_ppt,8,0.7
slate_pool,hot_spring,slate,salinity_ppt,9,0.668
slate_pool,hot_spring,slate,salinity_ppt,10,0.457
